cell_id,Library,Well,Hours,Media,Mapped.Fragments
CELL_3436,LIB_3436,WELL_3436,72,DM,4807066
CELL_3437,LIB_3437,WELL_3437,0,GM,4036114
CELL_3438,LIB_3438,WELL_3438,24,DM,4789782
CELL_3439,LIB_3439,WELL_3439,48,GM,1161469
CELL_3440,LIB_3440,WELL_3440,72,DM,1730519
CELL_3441,LIB_3441,WELL_3441,0,GM,1881189
CELL_3442,LIB_3442,WELL_3442,24,DM,3490633
CELL_3443,LIB_3443,WELL_3443,48,GM,2735350
CELL_3444,LIB_3444,WELL_3444,72,DM,3745570
CELL_3445,LIB_3445,WELL_3445,0,GM,2583636
CELL_3446,LIB_3446,WELL_3446,24,DM,2418678
CELL_3447,LIB_3447,WELL_3447,48,GM,3838964
CELL_3448,LIB_3448,WELL_3448,72,DM,3844615
CELL_3449,LIB_3449,WELL_3449,0,GM,1863378
CELL_3450,LIB_3450,WELL_3450,24,DM,1206228
CELL_3451,LIB_3451,WELL_3451,48,GM,4120625
CELL_3452,LIB_3452,WELL_3452,72,DM,2556117
CELL_3453,LIB_3453,WELL_3453,0,GM,4312465
CELL_3454,LIB_3454,WELL_3454,24,DM,4371886
CELL_3455,LIB_3455,WELL_3455,48,GM,3224597
CELL_3456,LIB_3456,WELL_3456,72,DM,4019460
CELL_3457,LIB_3457,WELL_3457,0,GM,2041398
CELL_3458,LIB_3458,WELL_3458,24,DM,2168119
CELL_3459,LIB_3459,WELL_3459,48,GM,4073917
CELL_3460,LIB_3460,WELL_3460,72,DM,2983696
CELL_3461,LIB_3461,WELL_3461,0,GM,2499086
CELL_3462,LIB_3462,WELL_3462,24,DM,2137326
CELL_3463,LIB_3463,WELL_3463,48,GM,1414260
CELL_3464,LIB_3464,WELL_3464,72,DM,3414967
CELL_3465,LIB_3465,WELL_3465,0,GM,3627204
CELL_3466,LIB_3466,WELL_3466,24,DM,2538941
CELL_3467,LIB_3467,WELL_3467,48,GM,4533973
CELL_3468,LIB_3468,WELL_3468,72,DM,3224034
CELL_3469,LIB_3469,WELL_3469,0,GM,1837878
CELL_3470,LIB_3470,WELL_3470,24,DM,1956977
CELL_3471,LIB_3471,WELL_3471,48,GM,4078454
CELL_3472,LIB_3472,WELL_3472,72,DM,2947712
CELL_3473,LIB_3473,WELL_3473,0,GM,4547661
CELL_3474,LIB_3474,WELL_3474,24,DM,1316601
CELL_3475,LIB_3475,WELL_3475,48,GM,2348161
CELL_3476,LIB_3476,WELL_3476,72,DM,1980665
CELL_3477,LIB_3477,WELL_3477,0,GM,4380216
CELL_3478,LIB_3478,WELL_3478,24,DM,4462597
CELL_3479,LIB_3479,WELL_3479,48,GM,1841531
CELL_3480,LIB_3480,WELL_3480,72,DM,2179376
CELL_3481,LIB_3481,WELL_3481,0,GM,3149805
CELL_3482,LIB_3482,WELL_3482,24,DM,2390830
CELL_3483,LIB_3483,WELL_3483,48,GM,3866591
CELL_3484,LIB_3484,WELL_3484,72,DM,2387784
CELL_3485,LIB_3485,WELL_3485,0,GM,2980877
CELL_3486,LIB_3486,WELL_3486,24,DM,3022740
CELL_3487,LIB_3487,WELL_3487,48,GM,2065673
CELL_3488,LIB_3488,WELL_3488,72,DM,4381999
CELL_3489,LIB_3489,WELL_3489,0,GM,4691937
CELL_3490,LIB_3490,WELL_3490,24,DM,3575775
CELL_3491,LIB_3491,WELL_3491,48,GM,1924583
CELL_3492,LIB_3492,WELL_3492,72,DM,2068980
CELL_3493,LIB_3493,WELL_3493,0,GM,3210159
CELL_3494,LIB_3494,WELL_3494,24,DM,2602108
CELL_3495,LIB_3495,WELL_3495,48,GM,3036716
CELL_3496,LIB_3496,WELL_3496,72,DM,4054082
CELL_3497,LIB_3497,WELL_3497,0,GM,4292206
CELL_3498,LIB_3498,WELL_3498,24,DM,1460532
CELL_3499,LIB_3499,WELL_3499,48,GM,2545366
CELL_3500,LIB_3500,WELL_3500,72,DM,3119349
CELL_3501,LIB_3501,WELL_3501,0,GM,3039111
CELL_3502,LIB_3502,WELL_3502,24,DM,4460399
CELL_3503,LIB_3503,WELL_3503,48,GM,4538056
CELL_3504,LIB_3504,WELL_3504,72,DM,4377099
CELL_3505,LIB_3505,WELL_3505,0,GM,1204286
CELL_3506,LIB_3506,WELL_3506,24,DM,4934768
CELL_3507,LIB_3507,WELL_3507,48,GM,3382245
CELL_3508,LIB_3508,WELL_3508,72,DM,1325810
CELL_3509,LIB_3509,WELL_3509,0,GM,1754826
CELL_3510,LIB_3510,WELL_3510,24,DM,3641549
CELL_3511,LIB_3511,WELL_3511,48,GM,3619598
CELL_3512,LIB_3512,WELL_3512,72,DM,3643293
CELL_3513,LIB_3513,WELL_3513,0,GM,4183139
CELL_3514,LIB_3514,WELL_3514,24,DM,2669301
CELL_3515,LIB_3515,WELL_3515,48,GM,1460420
CELL_3516,LIB_3516,WELL_3516,72,DM,3948069
CELL_3517,LIB_3517,WELL_3517,0,GM,1566639
CELL_3518,LIB_3518,WELL_3518,24,DM,1678076
CELL_3519,LIB_3519,WELL_3519,48,GM,2327329
CELL_3520,LIB_3520,WELL_3520,72,DM,1318669
CELL_3521,LIB_3521,WELL_3521,0,GM,1494612
CELL_3522,LIB_3522,WELL_3522,24,DM,3489987
CELL_3523,LIB_3523,WELL_3523,48,GM,2729694
CELL_3524,LIB_3524,WELL_3524,72,DM,1934080
CELL_3525,LIB_3525,WELL_3525,0,GM,3468210
CELL_3526,LIB_3526,WELL_3526,24,DM,2704777
CELL_3527,LIB_3527,WELL_3527,48,GM,1398947
CELL_3528,LIB_3528,WELL_3528,72,DM,1546604
CELL_3529,LIB_3529,WELL_3529,0,GM,3704338
CELL_3530,LIB_3530,WELL_3530,24,DM,1311149
CELL_3531,LIB_3531,WELL_3531,48,GM,2282629
CELL_3532,LIB_3532,WELL_3532,72,DM,3515350
CELL_3533,LIB_3533,WELL_3533,0,GM,3396282
CELL_3534,LIB_3534,WELL_3534,24,DM,2204882
CELL_3535,LIB_3535,WELL_3535,48,GM,4801236
CELL_3536,LIB_3536,WELL_3536,72,DM,1085056
CELL_3537,LIB_3537,WELL_3537,0,GM,2076790
CELL_3538,LIB_3538,WELL_3538,24,DM,4999387
CELL_3539,LIB_3539,WELL_3539,48,GM,1640941
CELL_3540,LIB_3540,WELL_3540,72,DM,4337232
CELL_3541,LIB_3541,WELL_3541,0,GM,3589967
CELL_3542,LIB_3542,WELL_3542,24,DM,2144142
CELL_3543,LIB_3543,WELL_3543,48,GM,2124566
CELL_3544,LIB_3544,WELL_3544,72,DM,1391051
CELL_3545,LIB_3545,WELL_3545,0,GM,1727177
CELL_3546,LIB_3546,WELL_3546,24,DM,4720431
CELL_3547,LIB_3547,WELL_3547,48,GM,4166374
CELL_3548,LIB_3548,WELL_3548,72,DM,3287724
CELL_3549,LIB_3549,WELL_3549,0,GM,3702091
CELL_3550,LIB_3550,WELL_3550,24,DM,3238946
CELL_3551,LIB_3551,WELL_3551,48,GM,4729842
CELL_3552,LIB_3552,WELL_3552,72,DM,2188425
CELL_3553,LIB_3553,WELL_3553,0,GM,4221166
CELL_3554,LIB_3554,WELL_3554,24,DM,2681358
CELL_3555,LIB_3555,WELL_3555,48,GM,3174535
CELL_3556,LIB_3556,WELL_3556,72,DM,3756668
CELL_3557,LIB_3557,WELL_3557,0,GM,3642098
CELL_3558,LIB_3558,WELL_3558,24,DM,1586606
CELL_3559,LIB_3559,WELL_3559,48,GM,4425076
CELL_3560,LIB_3560,WELL_3560,72,DM,4453975
CELL_3561,LIB_3561,WELL_3561,0,GM,2011716
CELL_3562,LIB_3562,WELL_3562,24,DM,4412783
CELL_3563,LIB_3563,WELL_3563,48,GM,1750066
CELL_3564,LIB_3564,WELL_3564,72,DM,3539167
CELL_3565,LIB_3565,WELL_3565,0,GM,1989514
CELL_3566,LIB_3566,WELL_3566,24,DM,3285209
CELL_3567,LIB_3567,WELL_3567,48,GM,1358534
CELL_3568,LIB_3568,WELL_3568,72,DM,4488828
CELL_3569,LIB_3569,WELL_3569,0,GM,1994728
CELL_3570,LIB_3570,WELL_3570,24,DM,3663245
CELL_3571,LIB_3571,WELL_3571,48,GM,2201462
CELL_3572,LIB_3572,WELL_3572,72,DM,2642160
CELL_3573,LIB_3573,WELL_3573,0,GM,2686842
CELL_3574,LIB_3574,WELL_3574,24,DM,2755368
CELL_3575,LIB_3575,WELL_3575,48,GM,2600443
CELL_3576,LIB_3576,WELL_3576,72,DM,3674385
CELL_3577,LIB_3577,WELL_3577,0,GM,2533148
CELL_3578,LIB_3578,WELL_3578,24,DM,3981100
CELL_3579,LIB_3579,WELL_3579,48,GM,4173162
CELL_3580,LIB_3580,WELL_3580,72,DM,2442539
CELL_3581,LIB_3581,WELL_3581,0,GM,3022832
CELL_3582,LIB_3582,WELL_3582,24,DM,2821938
CELL_3583,LIB_3583,WELL_3583,48,GM,4718674
CELL_3584,LIB_3584,WELL_3584,72,DM,4251946
CELL_3585,LIB_3585,WELL_3585,0,GM,2626736
CELL_3586,LIB_3586,WELL_3586,24,DM,1860766
CELL_3587,LIB_3587,WELL_3587,48,GM,4787739
CELL_3588,LIB_3588,WELL_3588,72,DM,1744679
CELL_3589,LIB_3589,WELL_3589,0,GM,1708062
CELL_3590,LIB_3590,WELL_3590,24,DM,3145765
CELL_3591,LIB_3591,WELL_3591,48,GM,1988987
CELL_3592,LIB_3592,WELL_3592,72,DM,2877176
CELL_3593,LIB_3593,WELL_3593,0,GM,1543201
CELL_3594,LIB_3594,WELL_3594,24,DM,1385988
CELL_3595,LIB_3595,WELL_3595,48,GM,2683669
CELL_3596,LIB_3596,WELL_3596,72,DM,2840990
CELL_3597,LIB_3597,WELL_3597,0,GM,2546506
CELL_3598,LIB_3598,WELL_3598,24,DM,1561606
CELL_3599,LIB_3599,WELL_3599,48,GM,1210367
CELL_3600,LIB_3600,WELL_3600,72,DM,3672269
CELL_3601,LIB_3601,WELL_3601,0,GM,3008539
CELL_3602,LIB_3602,WELL_3602,24,DM,1117179
CELL_3603,LIB_3603,WELL_3603,48,GM,2542598
CELL_3604,LIB_3604,WELL_3604,72,DM,2973430
CELL_3605,LIB_3605,WELL_3605,0,GM,3627585
CELL_3606,LIB_3606,WELL_3606,24,DM,2087581
CELL_3607,LIB_3607,WELL_3607,48,GM,1192040
CELL_3608,LIB_3608,WELL_3608,72,DM,1892999
CELL_3609,LIB_3609,WELL_3609,0,GM,1576599
CELL_3610,LIB_3610,WELL_3610,24,DM,1175626
CELL_3611,LIB_3611,WELL_3611,48,GM,3411241
CELL_3612,LIB_3612,WELL_3612,72,DM,4893975
CELL_3613,LIB_3613,WELL_3613,0,GM,4696563
CELL_3614,LIB_3614,WELL_3614,24,DM,4655163
CELL_3615,LIB_3615,WELL_3615,48,GM,3607303
CELL_3616,LIB_3616,WELL_3616,72,DM,3542338
CELL_3617,LIB_3617,WELL_3617,0,GM,4079458
CELL_3618,LIB_3618,WELL_3618,24,DM,2796340
CELL_3619,LIB_3619,WELL_3619,48,GM,2680350
CELL_3620,LIB_3620,WELL_3620,72,DM,1816229
CELL_3621,LIB_3621,WELL_3621,0,GM,1392891
CELL_3622,LIB_3622,WELL_3622,24,DM,2384347
CELL_3623,LIB_3623,WELL_3623,48,GM,4702174
CELL_3624,LIB_3624,WELL_3624,72,DM,4852932
CELL_3625,LIB_3625,WELL_3625,0,GM,4626971
CELL_3626,LIB_3626,WELL_3626,24,DM,1589617
CELL_3627,LIB_3627,WELL_3627,48,GM,2563760
CELL_3628,LIB_3628,WELL_3628,72,DM,2877557
CELL_3629,LIB_3629,WELL_3629,0,GM,3296873
CELL_3630,LIB_3630,WELL_3630,24,DM,1848776
CELL_3631,LIB_3631,WELL_3631,48,GM,2649781
CELL_3632,LIB_3632,WELL_3632,72,DM,1412048
CELL_3633,LIB_3633,WELL_3633,0,GM,2377195
CELL_3634,LIB_3634,WELL_3634,24,DM,1737219
CELL_3635,LIB_3635,WELL_3635,48,GM,3241549
CELL_3636,LIB_3636,WELL_3636,72,DM,1655130
CELL_3637,LIB_3637,WELL_3637,0,GM,4268100
CELL_3638,LIB_3638,WELL_3638,24,DM,4375268
CELL_3639,LIB_3639,WELL_3639,48,GM,4288030
CELL_3640,LIB_3640,WELL_3640,72,DM,1556154
CELL_3641,LIB_3641,WELL_3641,0,GM,4393497
CELL_3642,LIB_3642,WELL_3642,24,DM,3731292
CELL_3643,LIB_3643,WELL_3643,48,GM,3447156
CELL_3644,LIB_3644,WELL_3644,72,DM,2648500
CELL_3645,LIB_3645,WELL_3645,0,GM,3889336
CELL_3646,LIB_3646,WELL_3646,24,DM,4158760
CELL_3647,LIB_3647,WELL_3647,48,GM,3418529
CELL_3648,LIB_3648,WELL_3648,72,DM,2706614
CELL_3649,LIB_3649,WELL_3649,0,GM,1901122
CELL_3650,LIB_3650,WELL_3650,24,DM,1951588
CELL_3651,LIB_3651,WELL_3651,48,GM,3778926
CELL_3652,LIB_3652,WELL_3652,72,DM,4207320
CELL_3653,LIB_3653,WELL_3653,0,GM,4630582
CELL_3654,LIB_3654,WELL_3654,24,DM,2991324
CELL_3655,LIB_3655,WELL_3655,48,GM,2887626
CELL_3656,LIB_3656,WELL_3656,72,DM,1718850
CELL_3657,LIB_3657,WELL_3657,0,GM,2939657
CELL_3658,LIB_3658,WELL_3658,24,DM,4487527
CELL_3659,LIB_3659,WELL_3659,48,GM,1783032
CELL_3660,LIB_3660,WELL_3660,72,DM,3086608
CELL_3661,LIB_3661,WELL_3661,0,GM,1164649
CELL_3662,LIB_3662,WELL_3662,24,DM,4638739
CELL_3663,LIB_3663,WELL_3663,48,GM,4971339
CELL_3664,LIB_3664,WELL_3664,72,DM,4767250
CELL_3665,LIB_3665,WELL_3665,0,GM,2923491
CELL_3666,LIB_3666,WELL_3666,24,DM,1561526
CELL_3667,LIB_3667,WELL_3667,48,GM,2124955
CELL_3668,LIB_3668,WELL_3668,72,DM,3755451
CELL_3669,LIB_3669,WELL_3669,0,GM,1341424
CELL_3670,LIB_3670,WELL_3670,24,DM,3635400
CELL_3671,LIB_3671,WELL_3671,48,GM,2001580
CELL_3672,LIB_3672,WELL_3672,72,DM,4379193
CELL_3673,LIB_3673,WELL_3673,0,GM,1298262
CELL_3674,LIB_3674,WELL_3674,24,DM,1505885
CELL_3675,LIB_3675,WELL_3675,48,GM,1398113
CELL_3676,LIB_3676,WELL_3676,72,DM,2989940
CELL_3677,LIB_3677,WELL_3677,0,GM,1559966
CELL_3678,LIB_3678,WELL_3678,24,DM,4378597
CELL_3679,LIB_3679,WELL_3679,48,GM,4969856
CELL_3680,LIB_3680,WELL_3680,72,DM,2495972
CELL_3681,LIB_3681,WELL_3681,0,GM,1538106
CELL_3682,LIB_3682,WELL_3682,24,DM,1524279
CELL_3683,LIB_3683,WELL_3683,48,GM,2455556
CELL_3684,LIB_3684,WELL_3684,72,DM,2576883
CELL_3685,LIB_3685,WELL_3685,0,GM,1882278
CELL_3686,LIB_3686,WELL_3686,24,DM,2589388
CELL_3687,LIB_3687,WELL_3687,48,GM,3028259
CELL_3688,LIB_3688,WELL_3688,72,DM,1069172
CELL_3689,LIB_3689,WELL_3689,0,GM,3656640
CELL_3690,LIB_3690,WELL_3690,24,DM,2233079
CELL_3691,LIB_3691,WELL_3691,48,GM,1827991
CELL_3692,LIB_3692,WELL_3692,72,DM,1173853
CELL_3693,LIB_3693,WELL_3693,0,GM,1675799
CELL_3694,LIB_3694,WELL_3694,24,DM,4935507
CELL_3695,LIB_3695,WELL_3695,48,GM,1715292
CELL_3696,LIB_3696,WELL_3696,72,DM,2881909
CELL_3697,LIB_3697,WELL_3697,0,GM,4893235
CELL_3698,LIB_3698,WELL_3698,24,DM,2931509
CELL_3699,LIB_3699,WELL_3699,48,GM,3452708
CELL_3700,LIB_3700,WELL_3700,72,DM,1107701
CELL_3701,LIB_3701,WELL_3701,0,GM,4096682
CELL_3702,LIB_3702,WELL_3702,24,DM,2018175
CELL_3703,LIB_3703,WELL_3703,48,GM,3211246
CELL_3704,LIB_3704,WELL_3704,72,DM,1729194
CELL_3705,LIB_3705,WELL_3705,0,GM,2476103
CELL_3706,LIB_3706,WELL_3706,24,DM,2526426
CELL_3707,LIB_3707,WELL_3707,48,GM,2557364
CELL_3708,LIB_3708,WELL_3708,72,DM,4871757
CELL_3709,LIB_3709,WELL_3709,0,GM,1679450
CELL_3710,LIB_3710,WELL_3710,24,DM,3848945
CELL_3711,LIB_3711,WELL_3711,48,GM,1516288
CELL_3712,LIB_3712,WELL_3712,72,DM,1469390
CELL_3713,LIB_3713,WELL_3713,0,GM,2338923
CELL_3714,LIB_3714,WELL_3714,24,DM,2999716
CELL_3715,LIB_3715,WELL_3715,48,GM,1498124
CELL_3716,LIB_3716,WELL_3716,72,DM,3970534
CELL_3717,LIB_3717,WELL_3717,0,GM,2984229
CELL_3718,LIB_3718,WELL_3718,24,DM,2430816
CELL_3719,LIB_3719,WELL_3719,48,GM,1066228
CELL_3720,LIB_3720,WELL_3720,72,DM,4430464
CELL_3721,LIB_3721,WELL_3721,0,GM,2449849
CELL_3722,LIB_3722,WELL_3722,24,DM,1448279
CELL_3723,LIB_3723,WELL_3723,48,GM,4945146
CELL_3724,LIB_3724,WELL_3724,72,DM,1886317
CELL_3725,LIB_3725,WELL_3725,0,GM,4771581
CELL_3726,LIB_3726,WELL_3726,24,DM,1490234
CELL_3727,LIB_3727,WELL_3727,48,GM,2942594
CELL_3728,LIB_3728,WELL_3728,72,DM,2695603
CELL_3729,LIB_3729,WELL_3729,0,GM,3800182
CELL_3730,LIB_3730,WELL_3730,24,DM,2999373
CELL_3731,LIB_3731,WELL_3731,48,GM,4319809
CELL_3732,LIB_3732,WELL_3732,72,DM,2708556
CELL_3733,LIB_3733,WELL_3733,0,GM,1539084
CELL_3734,LIB_3734,WELL_3734,24,DM,4706304
CELL_3735,LIB_3735,WELL_3735,48,GM,1526498
CELL_3736,LIB_3736,WELL_3736,72,DM,4335399
CELL_3737,LIB_3737,WELL_3737,0,GM,3174044
CELL_3738,LIB_3738,WELL_3738,24,DM,2995864
CELL_3739,LIB_3739,WELL_3739,48,GM,4072517
CELL_3740,LIB_3740,WELL_3740,72,DM,1934905
CELL_3741,LIB_3741,WELL_3741,0,GM,4774936
CELL_3742,LIB_3742,WELL_3742,24,DM,4583416
CELL_3743,LIB_3743,WELL_3743,48,GM,3317521
CELL_3744,LIB_3744,WELL_3744,72,DM,3716501
CELL_3745,LIB_3745,WELL_3745,0,GM,2346773
CELL_3746,LIB_3746,WELL_3746,24,DM,2822334
CELL_3747,LIB_3747,WELL_3747,48,GM,2903809
CELL_3748,LIB_3748,WELL_3748,72,DM,4165330
CELL_3749,LIB_3749,WELL_3749,0,GM,4068175
CELL_3750,LIB_3750,WELL_3750,24,DM,3851577
CELL_3751,LIB_3751,WELL_3751,48,GM,3809137
CELL_3752,LIB_3752,WELL_3752,72,DM,2051511
CELL_3753,LIB_3753,WELL_3753,0,GM,3751688
CELL_3754,LIB_3754,WELL_3754,24,DM,3767921
CELL_3755,LIB_3755,WELL_3755,48,GM,2377739
CELL_3756,LIB_3756,WELL_3756,72,DM,3528231
CELL_3757,LIB_3757,WELL_3757,0,GM,1475656
CELL_3758,LIB_3758,WELL_3758,24,DM,2075805
CELL_3759,LIB_3759,WELL_3759,48,GM,3553684
CELL_3760,LIB_3760,WELL_3760,72,DM,3785373
CELL_3761,LIB_3761,WELL_3761,0,GM,1756519
CELL_3762,LIB_3762,WELL_3762,24,DM,1603868
CELL_3763,LIB_3763,WELL_3763,48,GM,2341491
CELL_3764,LIB_3764,WELL_3764,72,DM,4548579
CELL_3765,LIB_3765,WELL_3765,0,GM,4766895
CELL_3766,LIB_3766,WELL_3766,24,DM,1708388
CELL_3767,LIB_3767,WELL_3767,48,GM,3613983
CELL_3768,LIB_3768,WELL_3768,72,DM,1510426
CELL_3769,LIB_3769,WELL_3769,0,GM,1050450
CELL_3770,LIB_3770,WELL_3770,24,DM,4055410
CELL_3771,LIB_3771,WELL_3771,48,GM,2986980
CELL_3772,LIB_3772,WELL_3772,72,DM,3848463
CELL_3773,LIB_3773,WELL_3773,0,GM,4674884
CELL_3774,LIB_3774,WELL_3774,24,DM,1678703
CELL_3775,LIB_3775,WELL_3775,48,GM,2852037
CELL_3776,LIB_3776,WELL_3776,72,DM,4484827
CELL_3777,LIB_3777,WELL_3777,0,GM,3285308
CELL_3778,LIB_3778,WELL_3778,24,DM,4516036
CELL_3779,LIB_3779,WELL_3779,48,GM,1173289
CELL_3780,LIB_3780,WELL_3780,72,DM,1686300
CELL_3781,LIB_3781,WELL_3781,0,GM,3140267
CELL_3782,LIB_3782,WELL_3782,24,DM,4034843
CELL_3783,LIB_3783,WELL_3783,48,GM,1030290
CELL_3784,LIB_3784,WELL_3784,72,DM,2520682
CELL_3785,LIB_3785,WELL_3785,0,GM,3279805
CELL_3786,LIB_3786,WELL_3786,24,DM,3661302
CELL_3787,LIB_3787,WELL_3787,48,GM,3727099
CELL_3788,LIB_3788,WELL_3788,72,DM,3976669
CELL_3789,LIB_3789,WELL_3789,0,GM,1190230
CELL_3790,LIB_3790,WELL_3790,24,DM,4670526
CELL_3791,LIB_3791,WELL_3791,48,GM,2508459
CELL_3792,LIB_3792,WELL_3792,72,DM,4363971
CELL_3793,LIB_3793,WELL_3793,0,GM,3899125
CELL_3794,LIB_3794,WELL_3794,24,DM,2806215
CELL_3795,LIB_3795,WELL_3795,48,GM,1453239
CELL_3796,LIB_3796,WELL_3796,72,DM,4422891
CELL_3797,LIB_3797,WELL_3797,0,GM,3277703
CELL_3798,LIB_3798,WELL_3798,24,DM,3697213
CELL_3799,LIB_3799,WELL_3799,48,GM,4550079
CELL_3800,LIB_3800,WELL_3800,72,DM,4511569
CELL_3801,LIB_3801,WELL_3801,0,GM,3360244
CELL_3802,LIB_3802,WELL_3802,24,DM,3432865
CELL_3803,LIB_3803,WELL_3803,48,GM,1692238
CELL_3804,LIB_3804,WELL_3804,72,DM,2993616
CELL_3805,LIB_3805,WELL_3805,0,GM,4030244
CELL_3806,LIB_3806,WELL_3806,24,DM,3455056
CELL_3807,LIB_3807,WELL_3807,48,GM,2069187
CELL_3808,LIB_3808,WELL_3808,72,DM,2710574
CELL_3809,LIB_3809,WELL_3809,0,GM,2202795
CELL_3810,LIB_3810,WELL_3810,24,DM,1384516
CELL_3811,LIB_3811,WELL_3811,48,GM,3249965
CELL_3812,LIB_3812,WELL_3812,72,DM,3762742
CELL_3813,LIB_3813,WELL_3813,0,GM,3510491
CELL_3814,LIB_3814,WELL_3814,24,DM,1840926
CELL_3815,LIB_3815,WELL_3815,48,GM,1937479
CELL_3816,LIB_3816,WELL_3816,72,DM,4310684
CELL_3817,LIB_3817,WELL_3817,0,GM,1327295
CELL_3818,LIB_3818,WELL_3818,24,DM,2003463
CELL_3819,LIB_3819,WELL_3819,48,GM,3257931
CELL_3820,LIB_3820,WELL_3820,72,DM,2355527
CELL_3821,LIB_3821,WELL_3821,0,GM,2351605
CELL_3822,LIB_3822,WELL_3822,24,DM,3253565
CELL_3823,LIB_3823,WELL_3823,48,GM,2882758
CELL_3824,LIB_3824,WELL_3824,72,DM,3482268
CELL_3825,LIB_3825,WELL_3825,0,GM,2877965
CELL_3826,LIB_3826,WELL_3826,24,DM,1243077
CELL_3827,LIB_3827,WELL_3827,48,GM,2658994
CELL_3828,LIB_3828,WELL_3828,72,DM,1340220
CELL_3829,LIB_3829,WELL_3829,0,GM,1726503
CELL_3830,LIB_3830,WELL_3830,24,DM,3483608
CELL_3831,LIB_3831,WELL_3831,48,GM,1020222
CELL_3832,LIB_3832,WELL_3832,72,DM,3454896
CELL_3833,LIB_3833,WELL_3833,0,GM,3366075
CELL_3834,LIB_3834,WELL_3834,24,DM,2806042
CELL_3835,LIB_3835,WELL_3835,48,GM,3419082
CELL_3836,LIB_3836,WELL_3836,72,DM,1941550
CELL_3837,LIB_3837,WELL_3837,0,GM,3732450
CELL_3838,LIB_3838,WELL_3838,24,DM,3372591
CELL_3839,LIB_3839,WELL_3839,48,GM,3166555
CELL_3840,LIB_3840,WELL_3840,72,DM,1344913
CELL_3841,LIB_3841,WELL_3841,0,GM,2130294
CELL_3842,LIB_3842,WELL_3842,24,DM,1855396
CELL_3843,LIB_3843,WELL_3843,48,GM,1246736
CELL_3844,LIB_3844,WELL_3844,72,DM,2304368
CELL_3845,LIB_3845,WELL_3845,0,GM,1813236
CELL_3846,LIB_3846,WELL_3846,24,DM,4236017
CELL_3847,LIB_3847,WELL_3847,48,GM,4162395
CELL_3848,LIB_3848,WELL_3848,72,DM,2501484
CELL_3849,LIB_3849,WELL_3849,0,GM,4608404
CELL_3850,LIB_3850,WELL_3850,24,DM,3094154
CELL_3851,LIB_3851,WELL_3851,48,GM,3014862
CELL_3852,LIB_3852,WELL_3852,72,DM,4965407
CELL_3853,LIB_3853,WELL_3853,0,GM,1083130
CELL_3854,LIB_3854,WELL_3854,24,DM,3568532
CELL_3855,LIB_3855,WELL_3855,48,GM,4584464
CELL_3856,LIB_3856,WELL_3856,72,DM,1821941
CELL_3857,LIB_3857,WELL_3857,0,GM,3356914
CELL_3858,LIB_3858,WELL_3858,24,DM,3691775
CELL_3859,LIB_3859,WELL_3859,48,GM,2099395
CELL_3860,LIB_3860,WELL_3860,72,DM,3869773
CELL_3861,LIB_3861,WELL_3861,0,GM,4618939
CELL_3862,LIB_3862,WELL_3862,24,DM,2428561
CELL_3863,LIB_3863,WELL_3863,48,GM,4965594
CELL_3864,LIB_3864,WELL_3864,72,DM,4893060
CELL_3865,LIB_3865,WELL_3865,0,GM,1448823
CELL_3866,LIB_3866,WELL_3866,24,DM,1428658
CELL_3867,LIB_3867,WELL_3867,48,GM,2311440
CELL_3868,LIB_3868,WELL_3868,72,DM,1315730
CELL_3869,LIB_3869,WELL_3869,0,GM,2609585
CELL_3870,LIB_3870,WELL_3870,24,DM,3188355
CELL_3871,LIB_3871,WELL_3871,48,GM,1925902
CELL_3872,LIB_3872,WELL_3872,72,DM,4127777
CELL_3873,LIB_3873,WELL_3873,0,GM,1231650
CELL_3874,LIB_3874,WELL_3874,24,DM,2412749
CELL_3875,LIB_3875,WELL_3875,48,GM,4163090
CELL_3876,LIB_3876,WELL_3876,72,DM,2515621
CELL_3877,LIB_3877,WELL_3877,0,GM,1205520
CELL_3878,LIB_3878,WELL_3878,24,DM,1375511
CELL_3879,LIB_3879,WELL_3879,48,GM,1264558
CELL_3880,LIB_3880,WELL_3880,72,DM,4467110
CELL_3881,LIB_3881,WELL_3881,0,GM,1832002
CELL_3882,LIB_3882,WELL_3882,24,DM,3492490
CELL_3883,LIB_3883,WELL_3883,48,GM,3759302
CELL_3884,LIB_3884,WELL_3884,72,DM,2328264
CELL_3885,LIB_3885,WELL_3885,0,GM,4302876
CELL_3886,LIB_3886,WELL_3886,24,DM,4001841
CELL_3887,LIB_3887,WELL_3887,48,GM,4716730
CELL_3888,LIB_3888,WELL_3888,72,DM,4699642
CELL_3889,LIB_3889,WELL_3889,0,GM,1483750
CELL_3890,LIB_3890,WELL_3890,24,DM,3401902
CELL_3891,LIB_3891,WELL_3891,48,GM,2550495
CELL_3892,LIB_3892,WELL_3892,72,DM,4358594
CELL_3893,LIB_3893,WELL_3893,0,GM,3783973
CELL_3894,LIB_3894,WELL_3894,24,DM,2857605
CELL_3895,LIB_3895,WELL_3895,48,GM,4102385
CELL_3896,LIB_3896,WELL_3896,72,DM,2570899
CELL_3897,LIB_3897,WELL_3897,0,GM,1908259
CELL_3898,LIB_3898,WELL_3898,24,DM,4085861
CELL_3899,LIB_3899,WELL_3899,48,GM,1402002
CELL_3900,LIB_3900,WELL_3900,72,DM,4180555
