gene1	gene2
G3340	G753
G3340	G755
G3340	G788
G3340	G800
G3340	G825
G3340	G826
G3340	G827
G3340	G833
G3340	G853
G3340	G870
G3340	G885
G3340	G981
G3340	G992
G3341	G3605
G3342	G336
G3342	G3381
G3342	G341
G3342	G3414
G3342	G3420
G3342	G3475
G3342	G348
G3342	G3485
G3342	G3495
G3342	G3517
G3342	G3565
G3342	G3566
G3342	G3571
G3342	G3593
G3342	G3594
G3342	G3631
G3342	G3659
G3342	G3663
G3342	G3677
G3342	G3682
G3342	G3684
G3342	G3690
G3342	G3696
G3342	G3715
G3342	G3718
G3342	G3720
G3342	G3762
G3342	G3791
G3342	G3818
G3342	G3826
G3342	G3830
G3342	G3845
G3342	G3853
G3342	G3860
G3342	G3869
G3342	G387
G3342	G3889
G3342	G3941
G3342	G3945
G3342	G3947
G3342	G3954
G3342	G3981
G3342	G399
G3342	G4026
G3342	G4048
G3342	G4077
G3342	G4088
G3342	G4095
G3342	G4103
G3342	G4160
G3342	G4163
G3342	G4165
G3342	G4176
G3342	G4183
G3342	G4189
G3342	G420
G3342	G4200
G3342	G4219
G3342	G4223
G3342	G423
G3342	G4254
G3342	G4265
G3342	G4272
G3342	G4295
G3342	G4300
G3342	G4301
G3342	G4314
G3342	G4322
G3342	G4340
G3342	G4388
G3342	G4406
G3342	G4423
G3342	G4440
G3342	G4467
G3342	G4473
G3342	G4475
G3342	G4480
G3342	G4486
G3342	G4491
G3342	G451
G3342	G472
G3342	G489
G3342	G499
G3342	G500
G3342	G513
G3342	G522
G3342	G562
G3342	G598
G3342	G657
G3342	G675
G3342	G690
G3342	G716
G3342	G753
G3342	G770
G3342	G785
G3342	G788
G3342	G804
G3342	G810
G3342	G826
G3342	G845
G3342	G853
G3342	G856
G3342	G87
G3342	G882
G3342	G894
G3342	G900
G3342	G943
G3342	G960
G3342	G972
G3342	G982
G3342	G992
G3342	G997
G3346	G3366
G3346	G337
G3346	G3377
G3346	G3398
G3346	G3431
G3346	G3475
G3346	G3507
G3346	G3512
G3346	G3517
G3346	G3553
G3346	G3565
G3346	G3723
G3346	G3754
G3346	G3824
G3346	G3869
G3346	G3889
G3346	G3954
G3346	G4033
G3346	G4039
G3346	G410
G3346	G4176
G3346	G4215
G3346	G4224
G3346	G4271
G3346	G4313
G3346	G4340
G3346	G4378
G3346	G4397
G3346	G4416
G3346	G4440
G3346	G4489
G3346	G453
G3346	G499
G3346	G682
G3346	G698
G3346	G749
G3346	G770
G3346	G791
G3346	G806
G3346	G810
G3346	G882
G3346	G997
G3347	G3669
G3347	G520
G3347	G928
G335	G4419
G3351	G3562
G3351	G4020
G3351	G4303
G3351	G702
G3351	G965
G3352	G3501
G3352	G3766
G3354	G3565
G3354	G3869
G3354	G3889
G3354	G405
G3354	G4176
G3354	G4183
G3354	G4189
G3354	G4219
G3354	G4272
G3354	G4300
G3354	G4314
G3354	G499
G3354	G657
G3354	G662
G3354	G804
G3355	G4204
G3356	G3457
G3356	G3742
G3356	G3953
G3358	G3381
G3358	G3395
G3358	G3420
G3358	G3533
G3358	G3565
G3358	G3609
G3358	G3677
G3358	G3690
G3358	G3717
G3358	G3737
G3358	G3853
G3358	G399
G3358	G3993
G3358	G4031
G3358	G4088
G3358	G411
G3358	G412
G3358	G4189
G3358	G4223
G3358	G4353
G3358	G4418
G3358	G544
G3358	G582
G3358	G622
G3358	G739
G3358	G788
G3358	G825
G3358	G834
G3358	G865
G3358	G87
G3358	G882
G3358	G885
G3358	G900
G3358	G906
G3359	G3370
G3359	G3392
G3359	G3420
G3359	G3535
G3359	G3663
G3359	G3682
G3359	G3715
G3359	G3791
G3359	G3826
G3359	G4011
G3359	G4065
G3359	G4080
G3359	G4254
G3359	G4388
G3359	G4461
G3359	G675
G3359	G778
G3359	G785
G3359	G809
G3359	G982
G336	G338
G336	G3381
G336	G3395
G336	G3410
G336	G3420
G336	G3424
G336	G3436
G336	G348
G336	G3485
G336	G3495
G336	G3517
G336	G3535
G336	G3543
G336	G3552
G336	G3565
G336	G3566
G336	G3584
G336	G3594
G336	G3631
G336	G365
G336	G3654
G336	G3657
G336	G3663
G336	G3664
G336	G3670
G336	G3677
G336	G3682
G336	G3690
G336	G3710
G336	G3715
G336	G3718
G336	G3720
G336	G3721
G336	G3724
G336	G3762
G336	G3763
G336	G3791
G336	G3802
G336	G3804
G336	G3818
G336	G3826
G336	G3830
G336	G3837
G336	G3845
G336	G3853
G336	G3860
G336	G3861
G336	G3869
G336	G387
G336	G3889
G336	G3909
G336	G3945
G336	G3947
G336	G3970
G336	G3981
G336	G399
G336	G4007
G336	G4024
G336	G4048
G336	G405
G336	G407
G336	G4075
G336	G4077
G336	G4088
G336	G4092
G336	G4095
G336	G4103
G336	G411
G336	G4111
G336	G4112
G336	G4116
G336	G4160
G336	G4165
G336	G4172
G336	G4176
G336	G4183
G336	G4189
G336	G4190
G336	G4200
G336	G4212
G336	G4219
G336	G4223
G336	G423
G336	G4234
G336	G4254
G336	G4265
G336	G4272
G336	G4287
G336	G4295
G336	G4301
G336	G4314
G336	G4322
G336	G433
G336	G4371
G336	G4388
G336	G4421
G336	G4447
G336	G4467
G336	G4473
G336	G4475
G336	G4486
G336	G451
G336	G472
G336	G474
G336	G499
G336	G513
G336	G522
G336	G550
G336	G575
G336	G582
G336	G598
G336	G657
G336	G662
G336	G675
G336	G716
G336	G75
G336	G755
G336	G770
G336	G788
G336	G801
G336	G804
G336	G810
G336	G845
G336	G87
G336	G882
G336	G900
G336	G918
G336	G943
G336	G951
G336	G979
G336	G992
G336	G999
G3364	G3878
G3365	G3369
G3365	G3727
G3365	G4125
G3365	G4251
G3365	G876
G3366	G337
G3366	G3377
G3366	G3507
G3366	G3723
G3366	G3754
G3366	G3765
G3366	G3824
G3366	G4039
G3366	G4313
G3366	G4340
G3366	G4489
G3366	G698
G3366	G806
G3368	G457
G3369	G3727
G3369	G4125
G3369	G876
G337	G3377
G337	G3398
G337	G3475
G337	G3507
G337	G3553
G337	G3603
G337	G3723
G337	G3754
G337	G3765
G337	G3824
G337	G3867
G337	G3954
G337	G4039
G337	G410
G337	G4201
G337	G4215
G337	G4224
G337	G4269
G337	G4271
G337	G4340
G337	G4381
G337	G4402
G337	G4416
G337	G4440
G337	G4489
G337	G4496
G337	G501
G337	G698
G337	G749
G337	G791
G337	G806
G337	G896
G337	G93
G3370	G3689
G3370	G4080
G3370	G765
G3371	G3766
G3371	G3825
G3371	G560
G3371	G593
G3371	G853
G3374	G887
G3375	G3412
G3375	G348
G3375	G3500
G3375	G3501
G3375	G3568
G3375	G3571
G3375	G3594
G3375	G3876
G3375	G3924
G3375	G3934
G3375	G3947
G3375	G3993
G3375	G4043
G3375	G406
G3375	G4079
G3375	G4088
G3375	G4122
G3375	G4137
G3375	G4156
G3375	G4230
G3375	G4233
G3375	G4330
G3375	G4335
G3375	G4353
G3375	G4357
G3375	G4359
G3375	G4378
G3375	G4401
G3375	G4412
G3375	G4425
G3375	G4480
G3375	G4482
G3375	G477
G3375	G515
G3375	G526
G3375	G544
G3375	G569
G3375	G599
G3375	G654
G3375	G704
G3375	G768
G3375	G770
G3375	G777
G3375	G788
G3375	G811
G3375	G825
G3375	G833
G3375	G865
G3375	G987
G3376	G3867
G3376	G460
G3376	G743
G3377	G3398
G3377	G3507
G3377	G3698
G3377	G3754
G3377	G3765
G3377	G3824
G3377	G3867
G3377	G3906
G3377	G4039
G3377	G4064
G3377	G4224
G3377	G4269
G3377	G4381
G3377	G4402
G3377	G4489
G3377	G4496
G3377	G501
G3377	G535
G3377	G694
G3377	G733
G3377	G806
G3377	G93
G3378	G3676
G338	G3381
G338	G3436
G338	G348
G338	G3517
G338	G3565
G338	G3566
G338	G3584
G338	G3594
G338	G3631
G338	G365
G338	G3657
G338	G3663
G338	G3677
G338	G3684
G338	G3715
G338	G3720
G338	G3804
G338	G3830
G338	G3860
G338	G3869
G338	G387
G338	G3889
G338	G3941
G338	G3981
G338	G399
G338	G4048
G338	G405
G338	G407
G338	G4088
G338	G4092
G338	G4112
G338	G4116
G338	G4148
G338	G4165
G338	G4176
G338	G4183
G338	G4189
G338	G4190
G338	G4200
G338	G4219
G338	G4272
G338	G4301
G338	G4322
G338	G4467
G338	G4473
G338	G4480
G338	G4486
G338	G499
G338	G603
G338	G657
G338	G716
G338	G75
G338	G755
G338	G788
G338	G804
G338	G810
G338	G87
G338	G900
G338	G943
G338	G951
G338	G992
G3381	G3392
G3381	G3393
G3381	G3395
G3381	G341
G3381	G3410
G3381	G3413
G3381	G3419
G3381	G3420
G3381	G3424
G3381	G3436
G3381	G3465
G3381	G348
G3381	G3485
G3381	G3495
G3381	G3517
G3381	G3532
G3381	G3535
G3381	G3549
G3381	G3552
G3381	G3558
G3381	G3565
G3381	G3566
G3381	G3584
G3381	G3594
G3381	G3609
G3381	G3631
G3381	G365
G3381	G3654
G3381	G3657
G3381	G3663
G3381	G3664
G3381	G3677
G3381	G3682
G3381	G3684
G3381	G3690
G3381	G3705
G3381	G3715
G3381	G3718
G3381	G3720
G3381	G3724
G3381	G3737
G3381	G3752
G3381	G3763
G3381	G3772
G3381	G3791
G3381	G3794
G3381	G3802
G3381	G3804
G3381	G3818
G3381	G3826
G3381	G3830
G3381	G3845
G3381	G3853
G3381	G3855
G3381	G3860
G3381	G3861
G3381	G3869
G3381	G387
G3381	G3886
G3381	G3889
G3381	G3893
G3381	G3909
G3381	G3941
G3381	G3945
G3381	G3947
G3381	G3977
G3381	G3981
G3381	G3985
G3381	G399
G3381	G4031
G3381	G4042
G3381	G4048
G3381	G405
G3381	G407
G3381	G4075
G3381	G4088
G3381	G4092
G3381	G4095
G3381	G4103
G3381	G4112
G3381	G4116
G3381	G412
G3381	G4148
G3381	G4160
G3381	G4163
G3381	G4165
G3381	G4172
G3381	G4176
G3381	G4179
G3381	G4183
G3381	G4189
G3381	G4190
G3381	G420
G3381	G4200
G3381	G4212
G3381	G4219
G3381	G4223
G3381	G4234
G3381	G4249
G3381	G4254
G3381	G4265
G3381	G4272
G3381	G4287
G3381	G4295
G3381	G4300
G3381	G4301
G3381	G4314
G3381	G4321
G3381	G4322
G3381	G433
G3381	G4344
G3381	G4371
G3381	G4388
G3381	G4406
G3381	G4418
G3381	G4461
G3381	G4467
G3381	G4473
G3381	G4475
G3381	G4486
G3381	G451
G3381	G472
G3381	G474
G3381	G489
G3381	G490
G3381	G499
G3381	G513
G3381	G522
G3381	G562
G3381	G575
G3381	G582
G3381	G585
G3381	G598
G3381	G603
G3381	G657
G3381	G662
G3381	G676
G3381	G684
G3381	G716
G3381	G75
G3381	G753
G3381	G755
G3381	G775
G3381	G778
G3381	G788
G3381	G800
G3381	G801
G3381	G804
G3381	G809
G3381	G810
G3381	G825
G3381	G826
G3381	G827
G3381	G843
G3381	G845
G3381	G862
G3381	G865
G3381	G87
G3381	G870
G3381	G882
G3381	G883
G3381	G900
G3381	G906
G3381	G918
G3381	G921
G3381	G943
G3381	G951
G3381	G960
G3381	G979
G3381	G982
G3381	G992
G3381	G999
G3382	G385
G3382	G4213
G3382	G453
G3382	G714
G3383	G495
G3384	G719
G3385	G3403
G3385	G3435
G3385	G3468
G3385	G3472
G3385	G353
G3385	G3630
G3385	G3647
G3385	G3675
G3385	G3679
G3385	G3843
G3385	G3957
G3385	G4109
G3385	G4119
G3385	G413
G3385	G4175
G3385	G4194
G3385	G4306
G3385	G431
G3385	G4351
G3385	G4429
G3385	G578
G3385	G639
G3385	G776
G3385	G835
G3385	G840
G3385	G884
G3385	G911
G3386	G341
G3386	G3420
G3386	G3450
G3386	G3456
G3386	G3566
G3386	G3668
G3386	G3677
G3386	G3724
G3386	G3791
G3386	G3802
G3386	G3826
G3386	G3845
G3386	G3853
G3386	G3863
G3386	G3961
G3386	G4189
G3386	G4322
G3386	G4366
G3386	G4473
G3386	G472
G3386	G474
G3386	G499
G3386	G575
G3386	G598
G3386	G636
G3386	G675
G3386	G804
G3386	G810
G3386	G87
G3386	G882
G3386	G900
G3386	G975
G3386	G979
G3387	G914
G3388	G3389
G3388	G3395
G3388	G3400
G3388	G3405
G3388	G3420
G3388	G3423
G3388	G3465
G3388	G3496
G3388	G3500
G3388	G3501
G3388	G3536
G3388	G3537
G3388	G3538
G3388	G3544
G3388	G3545
G3388	G3555
G3388	G3580
G3388	G3609
G3388	G3645
G3388	G3666
G3388	G3669
G3388	G3671
G3388	G3682
G3388	G3687
G3388	G3693
G3388	G3696
G3388	G37
G3388	G372
G3388	G3722
G3388	G3726
G3388	G3744
G3388	G3763
G3388	G3782
G3388	G3812
G3388	G3855
G3388	G3858
G3388	G3883
G3388	G3897
G3388	G3923
G3388	G3928
G3388	G3934
G3388	G3935
G3388	G3946
G3388	G3969
G3388	G3989
G3388	G3993
G3388	G4004
G3388	G4023
G3388	G4025
G3388	G4031
G3388	G4038
G3388	G4042
G3388	G4061
G3388	G4065
G3388	G409
G3388	G4093
G3388	G4095
G3388	G4104
G3388	G4108
G3388	G412
G3388	G4126
G3388	G4137
G3388	G4138
G3388	G4151
G3388	G4171
G3388	G4179
G3388	G4204
G3388	G4226
G3388	G4238
G3388	G4245
G3388	G4249
G3388	G4260
G3388	G4267
G3388	G4275
G3388	G4291
G3388	G4294
G3388	G430
G3388	G4314
G3388	G4321
G3388	G4333
G3388	G4337
G3388	G4348
G3388	G4352
G3388	G4359
G3388	G437
G3388	G4418
G3388	G4433
G3388	G4461
G3388	G4468
G3388	G4499
G3388	G473
G3388	G496
G3388	G5
G3388	G514
G3388	G516
G3388	G520
G3388	G542
G3388	G563
G3388	G567
G3388	G586
G3388	G599
G3388	G610
G3388	G617
G3388	G625
G3388	G627
G3388	G629
G3388	G652
G3388	G654
G3388	G739
G3388	G750
G3388	G751
G3388	G753
G3388	G758
G3388	G768
G3388	G772
G3388	G775
G3388	G794
G3388	G809
G3388	G816
G3388	G825
G3388	G833
G3388	G843
G3388	G859
G3388	G862
G3388	G894
G3388	G918
G3388	G921
G3388	G928
G3388	G959
G3388	G983
G3388	G987
G3389	G3420
G3389	G3465
G3389	G3500
G3389	G3544
G3389	G3545
G3389	G3580
G3389	G3669
G3389	G3671
G3389	G3696
G3389	G37
G3389	G372
G3389	G3722
G3389	G3726
G3389	G3782
G3389	G3812
G3389	G3826
G3389	G3855
G3389	G3876
G3389	G3897
G3389	G3907
G3389	G392
G3389	G393
G3389	G3934
G3389	G3945
G3389	G3969
G3389	G3989
G3389	G3993
G3389	G4023
G3389	G4030
G3389	G4031
G3389	G4043
G3389	G406
G3389	G4108
G3389	G412
G3389	G4137
G3389	G4151
G3389	G4160
G3389	G4179
G3389	G4187
G3389	G4223
G3389	G424
G3389	G4249
G3389	G4321
G3389	G4348
G3389	G4352
G3389	G4359
G3389	G4418
G3389	G4433
G3389	G4469
G3389	G477
G3389	G520
G3389	G526
G3389	G527
G3389	G563
G3389	G567
G3389	G590
G3389	G599
G3389	G622
G3389	G629
G3389	G641
G3389	G654
G3389	G739
G3389	G750
G3389	G753
G3389	G758
G3389	G768
G3389	G772
G3389	G775
G3389	G809
G3389	G834
G3389	G843
G3389	G859
G3389	G87
G3389	G882
G3389	G885
G3389	G894
G3389	G906
G3389	G921
G3389	G924
G3389	G928
G3389	G933
G3389	G983
G3389	G987
G3389	G99
G339	G4230
G339	G526
G339	G599
G339	G927
G3391	G3410
G3391	G364
G3391	G3654
G3391	G3670
G3391	G3699
G3391	G3706
G3391	G3720
G3391	G3729
G3391	G3763
G3391	G384
G3391	G3893
G3391	G393
G3391	G3969
G3391	G3970
G3391	G4038
G3391	G4075
G3391	G411
G3391	G4111
G3391	G4171
G3391	G4172
G3391	G4264
G3391	G4287
G3391	G4298
G3391	G4346
G3391	G437
G3391	G4501
G3391	G455
G3391	G473
G3391	G517
G3391	G558
G3391	G575
G3391	G611
G3391	G674
G3391	G724
G3391	G725
G3391	G731
G3391	G855
G3391	G906
G3392	G3393
G3392	G3405
G3392	G3420
G3392	G3535
G3392	G3555
G3392	G3580
G3392	G3663
G3392	G3682
G3392	G3694
G3392	G3696
G3392	G3705
G3392	G3715
G3392	G3724
G3392	G3744
G3392	G3774
G3392	G3791
G3392	G3809
G3392	G3857
G3392	G387
G3392	G3923
G3392	G3928
G3392	G4004
G3392	G4031
G3392	G4034
G3392	G4042
G3392	G405
G3392	G4088
G3392	G4095
G3392	G4104
G3392	G4116
G3392	G412
G3392	G4183
G3392	G4267
G3392	G4321
G3392	G4333
G3392	G4388
G3392	G4406
G3392	G4461
G3392	G4468
G3392	G4486
G3392	G489
G3392	G5
G3392	G514
G3392	G516
G3392	G553
G3392	G56
G3392	G562
G3392	G606
G3392	G617
G3392	G625
G3392	G652
G3392	G662
G3392	G739
G3392	G75
G3392	G751
G3392	G753
G3392	G758
G3392	G765
G3392	G778
G3392	G809
G3392	G826
G3392	G870
G3392	G883
G3392	G890
G3392	G900
G3392	G928
G3392	G959
G3392	G978
G3392	G982
G3392	G992
G3393	G341
G3393	G3420
G3393	G348
G3393	G3593
G3393	G361
G3393	G3664
G3393	G3686
G3393	G3694
G3393	G3696
G3393	G3718
G3393	G3724
G3393	G3845
G3393	G3853
G3393	G3857
G3393	G3919
G3393	G3920
G3393	G3937
G3393	G3941
G3393	G3945
G3393	G3975
G3393	G4042
G3393	G4066
G3393	G4088
G3393	G4095
G3393	G4148
G3393	G4160
G3393	G420
G3393	G4300
G3393	G4333
G3393	G4388
G3393	G4406
G3393	G4471
G3393	G4475
G3393	G4486
G3393	G489
G3393	G562
G3393	G753
G3393	G826
G3393	G837
G3393	G87
G3393	G890
G3393	G900
G3393	G960
G3393	G981
G3393	G982
G3393	G992
G3394	G3461
G3394	G3505
G3394	G3509
G3394	G3540
G3394	G3807
G3394	G3900
G3394	G3923
G3394	G3978
G3394	G5
G3394	G516
G3395	G3410
G3395	G3419
G3395	G3420
G3395	G3424
G3395	G3436
G3395	G3465
G3395	G3485
G3395	G3495
G3395	G3496
G3395	G3535
G3395	G3552
G3395	G3565
G3395	G3566
G3395	G3580
G3395	G3609
G3395	G3654
G3395	G3657
G3395	G3663
G3395	G3664
G3395	G3677
G3395	G3682
G3395	G3687
G3395	G3690
G3395	G3706
G3395	G3715
G3395	G3717
G3395	G3718
G3395	G3720
G3395	G3724
G3395	G3729
G3395	G3762
G3395	G3763
G3395	G3772
G3395	G3791
G3395	G3794
G3395	G3818
G3395	G3826
G3395	G3853
G3395	G3855
G3395	G3886
G3395	G3889
G3395	G3909
G3395	G393
G3395	G3945
G3395	G3969
G3395	G3970
G3395	G3981
G3395	G3989
G3395	G399
G3395	G4004
G3395	G4031
G3395	G4038
G3395	G405
G3395	G407
G3395	G4075
G3395	G4077
G3395	G4095
G3395	G4103
G3395	G411
G3395	G4111
G3395	G4116
G3395	G412
G3395	G4138
G3395	G4160
G3395	G4163
G3395	G4165
G3395	G4171
G3395	G4172
G3395	G4179
G3395	G4189
G3395	G4190
G3395	G4200
G3395	G4212
G3395	G4223
G3395	G4238
G3395	G4254
G3395	G4265
G3395	G4287
G3395	G4295
G3395	G430
G3395	G4314
G3395	G4321
G3395	G437
G3395	G4418
G3395	G4466
G3395	G4468
G3395	G4475
G3395	G4499
G3395	G451
G3395	G455
G3395	G473
G3395	G499
G3395	G500
G3395	G522
G3395	G575
G3395	G582
G3395	G586
G3395	G590
G3395	G610
G3395	G617
G3395	G635
G3395	G662
G3395	G676
G3395	G724
G3395	G725
G3395	G732
G3395	G739
G3395	G753
G3395	G755
G3395	G775
G3395	G794
G3395	G804
G3395	G809
G3395	G810
G3395	G838
G3395	G843
G3395	G846
G3395	G862
G3395	G87
G3395	G870
G3395	G882
G3395	G883
G3395	G900
G3395	G906
G3395	G918
G3395	G921
G3395	G943
G3395	G987
G3395	G999
G3397	G3723
G3397	G4402
G3397	G694
G3397	G806
G3398	G3754
G3398	G3954
G3398	G4039
G3398	G4064
G3398	G410
G3398	G4224
G3398	G4489
G3398	G501
G3398	G749
G3398	G771
G3398	G791
G3399	G340
G3399	G3617
G3399	G3824
G3399	G3966
G3399	G410
G3399	G4279
G3399	G774
G3399	G844
G340	G3966
G340	G4279
G340	G774
G3400	G3413
G3400	G3420
G3400	G3465
G3400	G3485
G3400	G3495
G3400	G3496
G3400	G3552
G3400	G3664
G3400	G3677
G3400	G3718
G3400	G3720
G3400	G3826
G3400	G3969
G3400	G4031
G3400	G4152
G3400	G4238
G3400	G4314
G3400	G4348
G3400	G72
G3400	G775
G3400	G836
G3400	G87
G3400	G900
G3400	G918
G3400	G942
G3401	G341
G3403	G3468
G3403	G3630
G3403	G3891
G3403	G3957
G3403	G4194
G3403	G4306
G3403	G578
G3403	G639
G3403	G776
G3403	G835
G3403	G840
G3404	G380
G3404	G4257
G3404	G4353
G3404	G4401
G3405	G3423
G3405	G3465
G3405	G3536
G3405	G3537
G3405	G3544
G3405	G3545
G3405	G3555
G3405	G3580
G3405	G3645
G3405	G3666
G3405	G3669
G3405	G3671
G3405	G3682
G3405	G3694
G3405	G3696
G3405	G3705
G3405	G3713
G3405	G372
G3405	G3722
G3405	G3724
G3405	G3744
G3405	G3763
G3405	G3774
G3405	G3782
G3405	G3784
G3405	G3796
G3405	G3855
G3405	G3858
G3405	G3883
G3405	G3893
G3405	G3897
G3405	G3923
G3405	G3928
G3405	G393
G3405	G3934
G3405	G3935
G3405	G3946
G3405	G3969
G3405	G3989
G3405	G4004
G3405	G4023
G3405	G4031
G3405	G4032
G3405	G4038
G3405	G4042
G3405	G409
G3405	G4104
G3405	G4108
G3405	G412
G3405	G4151
G3405	G4171
G3405	G4172
G3405	G4231
G3405	G4245
G3405	G4249
G3405	G4260
G3405	G4273
G3405	G4275
G3405	G4294
G3405	G4318
G3405	G4321
G3405	G4333
G3405	G4348
G3405	G4352
G3405	G4371
G3405	G439
G3405	G4418
G3405	G4461
G3405	G4468
G3405	G4499
G3405	G473
G3405	G496
G3405	G5
G3405	G514
G3405	G516
G3405	G520
G3405	G527
G3405	G553
G3405	G56
G3405	G563
G3405	G586
G3405	G599
G3405	G606
G3405	G610
G3405	G617
G3405	G625
G3405	G627
G3405	G629
G3405	G652
G3405	G739
G3405	G75
G3405	G751
G3405	G752
G3405	G753
G3405	G758
G3405	G772
G3405	G778
G3405	G794
G3405	G809
G3405	G828
G3405	G843
G3405	G885
G3405	G909
G3405	G921
G3405	G928
G3405	G933
G3405	G959
G3405	G983
G3405	G993
G3406	G3562
G3406	G4020
G3406	G936
G3406	G965
G3409	G3473
G3409	G3478
G3409	G3489
G3409	G3500
G3409	G3501
G3409	G3508
G3409	G3525
G3409	G3544
G3409	G3593
G3409	G3686
G3409	G3696
G3409	G3719
G3409	G3859
G3409	G3876
G3409	G392
G3409	G3920
G3409	G3934
G3409	G3941
G3409	G401
G3409	G406
G3409	G4066
G3409	G4079
G3409	G4122
G3409	G4156
G3409	G4233
G3409	G4250
G3409	G4259
G3409	G426
G3409	G4294
G3409	G4319
G3409	G4330
G3409	G4359
G3409	G4378
G3409	G4412
G3409	G4431
G3409	G4433
G3409	G4455
G3409	G4471
G3409	G4474
G3409	G4487
G3409	G468
G3409	G477
G3409	G52
G3409	G526
G3409	G544
G3409	G564
G3409	G569
G3409	G641
G3409	G706
G3409	G746
G3409	G753
G3409	G768
G3409	G772
G3409	G795
G3409	G797
G3409	G808
G3409	G811
G3409	G827
G3409	G833
G3409	G981
G3409	G983
G3409	G990
G341	G3420
G341	G3450
G341	G3456
G341	G348
G341	G3517
G341	G3548
G341	G3563
G341	G3565
G341	G3566
G341	G3571
G341	G3593
G341	G3594
G341	G3631
G341	G3634
G341	G3664
G341	G3668
G341	G3677
G341	G3690
G341	G3718
G341	G3723
G341	G3724
G341	G3791
G341	G3802
G341	G3826
G341	G3845
G341	G3853
G341	G3863
G341	G387
G341	G3889
G341	G3901
G341	G3919
G341	G3939
G341	G3945
G341	G3961
G341	G3975
G341	G399
G341	G4026
G341	G4048
G341	G4148
G341	G4160
G341	G4165
G341	G4176
G341	G4189
G341	G420
G341	G4219
G341	G4223
G341	G4234
G341	G4254
G341	G4301
G341	G4322
G341	G4324
G341	G433
G341	G4388
G341	G4406
G341	G4475
G341	G4480
G341	G4486
G341	G472
G341	G489
G341	G499
G341	G562
G341	G575
G341	G585
G341	G598
G341	G604
G341	G636
G341	G657
G341	G675
G341	G770
G341	G788
G341	G804
G341	G810
G341	G826
G341	G87
G341	G871
G341	G882
G341	G890
G341	G900
G341	G960
G341	G982
G341	G992
G3410	G3463
G3410	G3552
G3410	G3609
G3410	G3664
G3410	G3677
G3410	G3687
G3410	G3699
G3410	G3706
G3410	G3717
G3410	G3720
G3410	G3729
G3410	G3763
G3410	G3794
G3410	G3802
G3410	G3812
G3410	G3855
G3410	G3893
G3410	G3909
G3410	G393
G3410	G3969
G3410	G3970
G3410	G4038
G3410	G4045
G3410	G4048
G3410	G405
G3410	G407
G3410	G4075
G3410	G411
G3410	G4111
G3410	G4171
G3410	G4172
G3410	G4287
G3410	G4295
G3410	G4298
G3410	G437
G3410	G4418
G3410	G4473
G3410	G455
G3410	G527
G3410	G575
G3410	G582
G3410	G590
G3410	G674
G3410	G72
G3410	G725
G3410	G731
G3410	G794
G3410	G87
G3410	G900
G3410	G906
G3410	G918
G3410	G979
G3411	G3500
G3411	G4263
G3411	G622
G3411	G689
G3411	G863
G3412	G3428
G3412	G3479
G3412	G3556
G3412	G392
G3412	G3993
G3412	G406
G3412	G4122
G3412	G4353
G3412	G4357
G3412	G4401
G3412	G4425
G3412	G4493
G3412	G477
G3412	G526
G3413	G3420
G3413	G3485
G3413	G3495
G3413	G3549
G3413	G3566
G3413	G3634
G3413	G3654
G3413	G3664
G3413	G3670
G3413	G3677
G3413	G3715
G3413	G3718
G3413	G3720
G3413	G3724
G3413	G3729
G3413	G3791
G3413	G3802
G3413	G3826
G3413	G3845
G3413	G3853
G3413	G3893
G3413	G3939
G3413	G3945
G3413	G399
G3413	G4004
G3413	G4030
G3413	G4031
G3413	G405
G3413	G4095
G3413	G4104
G3413	G4160
G3413	G4172
G3413	G4265
G3413	G4281
G3413	G4295
G3413	G4314
G3413	G4321
G3413	G4322
G3413	G4348
G3413	G4388
G3413	G4406
G3413	G4473
G3413	G4475
G3413	G4486
G3413	G473
G3413	G500
G3413	G513
G3413	G522
G3413	G550
G3413	G575
G3413	G598
G3413	G617
G3413	G662
G3413	G72
G3413	G728
G3413	G75
G3413	G758
G3413	G775
G3413	G778
G3413	G794
G3413	G800
G3413	G809
G3413	G826
G3413	G862
G3413	G87
G3413	G882
G3413	G900
G3413	G918
G3413	G943
G3413	G960
G3413	G982
G3413	G999
G3414	G3420
G3414	G3439
G3414	G348
G3414	G3517
G3414	G3548
G3414	G3565
G3414	G3571
G3414	G3593
G3414	G3594
G3414	G3631
G3414	G3659
G3414	G3684
G3414	G3686
G3414	G3690
G3414	G3696
G3414	G3718
G3414	G3791
G3414	G386
G3414	G3869
G3414	G387
G3414	G3889
G3414	G3945
G3414	G3947
G3414	G3975
G3414	G399
G3414	G4026
G3414	G4077
G3414	G4088
G3414	G4095
G3414	G4103
G3414	G4142
G3414	G4143
G3414	G4148
G3414	G4176
G3414	G4183
G3414	G4189
G3414	G420
G3414	G4223
G3414	G4285
G3414	G4300
G3414	G4301
G3414	G4406
G3414	G4423
G3414	G4467
G3414	G4480
G3414	G4487
G3414	G472
G3414	G499
G3414	G562
G3414	G564
G3414	G585
G3414	G657
G3414	G675
G3414	G690
G3414	G770
G3414	G785
G3414	G788
G3414	G804
G3414	G845
G3414	G853
G3414	G87
G3414	G982
G3414	G992
G3415	G539
G3416	G4201
G3418	G3428
G3418	G3483
G3418	G3616
G3418	G3656
G3418	G3711
G3418	G3770
G3418	G3888
G3418	G3895
G3418	G3980
G3418	G3992
