cell_id,pseudotime,cell_type,hours,media,library
CELL_3619,3.17854900578378,Tipo_3_Final,48,GM,LIB_3619
CELL_3620,0.385042329104034,Tipo_0_Inicial,72,DM,LIB_3620
CELL_3621,2.2341510668796167,Tipo_2_Intermediario_2,0,GM,LIB_3621
CELL_3622,0.49821611989691567,Tipo_0_Inicial,24,DM,LIB_3622
CELL_3623,0.49233192622348865,Tipo_0_Inicial,48,GM,LIB_3623
CELL_3624,4.1440863274747155,Tipo_3_Final,72,DM,LIB_3624
CELL_3625,0.5744815469842641,Tipo_1_Intermediario_1,0,GM,LIB_3625
CELL_3626,0.611006111532981,Tipo_1_Intermediario_1,24,DM,LIB_3626
CELL_3627,0.0013072086281407382,Tipo_0_Inicial,48,GM,LIB_3627
CELL_3628,4.0907610665774445,Tipo_3_Final,72,DM,LIB_3628
CELL_3629,3.1461619497291666,Tipo_3_Final,0,GM,LIB_3629
CELL_3630,1.9741182238451738,Tipo_2_Intermediario_2,24,DM,LIB_3630
CELL_3631,2.774715964639595,Tipo_3_Final,48,GM,LIB_3631
CELL_3632,0.32986383547325965,Tipo_0_Inicial,72,DM,LIB_3632
CELL_3633,1.226172987650191,Tipo_1_Intermediario_1,0,GM,LIB_3633
CELL_3634,0.8653213169686854,Tipo_1_Intermediario_1,24,DM,LIB_3634
CELL_3635,0.19693868718841515,Tipo_0_Inicial,48,GM,LIB_3635
CELL_3636,1.3315718160826022,Tipo_1_Intermediario_1,72,DM,LIB_3636
CELL_3637,5.070034559411854,Tipo_3_Final,0,GM,LIB_3637
CELL_3638,0.08176715752199795,Tipo_0_Inicial,24,DM,LIB_3638
CELL_3639,0.6891001068077179,Tipo_1_Intermediario_1,48,GM,LIB_3639
CELL_3640,0.4652288581661595,Tipo_0_Inicial,72,DM,LIB_3640
CELL_3641,0.5440024013938879,Tipo_0_Inicial,0,GM,LIB_3641
CELL_3642,4.781402564769317,Tipo_3_Final,24,DM,LIB_3642
CELL_3643,1.2624831985153424,Tipo_1_Intermediario_1,48,GM,LIB_3643
CELL_3644,1.255840591322481,Tipo_1_Intermediario_1,72,DM,LIB_3644
CELL_3645,2.8590354938077303,Tipo_3_Final,0,GM,LIB_3645
CELL_3646,0.33563578022459695,Tipo_0_Inicial,24,DM,LIB_3646
CELL_3647,1.3359936541809583,Tipo_1_Intermediario_1,48,GM,LIB_3647
CELL_3648,1.1241859567029782,Tipo_1_Intermediario_1,72,DM,LIB_3648
CELL_3649,1.8171942600818132,Tipo_2_Intermediario_2,0,GM,LIB_3649
CELL_3650,15.44705904412492,Tipo_3_Final,24,DM,LIB_3650
CELL_3651,2.934565446945547,Tipo_3_Final,48,GM,LIB_3651
CELL_3652,1.0145495477286919,Tipo_1_Intermediario_1,72,DM,LIB_3652
CELL_3653,3.5153312784570154,Tipo_3_Final,0,GM,LIB_3653
CELL_3654,0.3743667847223361,Tipo_0_Inicial,24,DM,LIB_3654
CELL_3655,0.061874697797474426,Tipo_0_Inicial,48,GM,LIB_3655
CELL_3656,0.45743906766189246,Tipo_0_Inicial,72,DM,LIB_3656
CELL_3657,0.8322784166646167,Tipo_1_Intermediario_1,0,GM,LIB_3657
CELL_3658,1.4290716202211209,Tipo_2_Intermediario_2,24,DM,LIB_3658
CELL_3659,1.9096948618814267,Tipo_2_Intermediario_2,48,GM,LIB_3659
CELL_3660,4.829397099583864,Tipo_3_Final,72,DM,LIB_3660
CELL_3661,1.4261039851194754,Tipo_2_Intermediario_2,0,GM,LIB_3661
CELL_3662,1.3914034597919054,Tipo_2_Intermediario_2,24,DM,LIB_3662
CELL_3663,0.10309825384713728,Tipo_0_Inicial,48,GM,LIB_3663
CELL_3664,0.07107105312942996,Tipo_0_Inicial,72,DM,LIB_3664
CELL_3665,1.6021774346729378,Tipo_2_Intermediario_2,0,GM,LIB_3665
CELL_3666,1.1531425935417963,Tipo_1_Intermediario_1,24,DM,LIB_3666
CELL_3667,3.6549440158096265,Tipo_3_Final,48,GM,LIB_3667
CELL_3668,0.350325488009119,Tipo_0_Inicial,72,DM,LIB_3668
CELL_3669,0.05057748782264078,Tipo_0_Inicial,0,GM,LIB_3669
CELL_3670,1.1921816630487554,Tipo_1_Intermediario_1,24,DM,LIB_3670
CELL_3671,0.5422492972077465,Tipo_0_Inicial,48,GM,LIB_3671
CELL_3672,0.10177490790139755,Tipo_0_Inicial,72,DM,LIB_3672
CELL_3673,2.579048944220171,Tipo_2_Intermediario_2,0,GM,LIB_3673
CELL_3674,0.23665061522230058,Tipo_0_Inicial,24,DM,LIB_3674
CELL_3675,1.8746176451331993,Tipo_2_Intermediario_2,48,GM,LIB_3675
CELL_3676,0.659926234422498,Tipo_1_Intermediario_1,72,DM,LIB_3676
CELL_3677,0.38110116594534493,Tipo_0_Inicial,0,GM,LIB_3677
CELL_3678,0.9552702234893355,Tipo_1_Intermediario_1,24,DM,LIB_3678
CELL_3679,3.233386097031657,Tipo_3_Final,48,GM,LIB_3679
CELL_3680,0.9954686364875107,Tipo_1_Intermediario_1,72,DM,LIB_3680
CELL_3681,2.7787554131839127,Tipo_3_Final,0,GM,LIB_3681
CELL_3682,0.2681746297822664,Tipo_0_Inicial,24,DM,LIB_3682
CELL_3683,2.9635976126377273,Tipo_3_Final,48,GM,LIB_3683
CELL_3684,0.5408197321442336,Tipo_0_Inicial,72,DM,LIB_3684
CELL_3685,2.2626416349021126,Tipo_2_Intermediario_2,0,GM,LIB_3685
CELL_3686,1.6684150833005236,Tipo_2_Intermediario_2,24,DM,LIB_3686
CELL_3687,5.294231505256959,Tipo_3_Final,48,GM,LIB_3687
CELL_3688,0.9798332239331273,Tipo_1_Intermediario_1,72,DM,LIB_3688
CELL_3689,0.13691143620456034,Tipo_0_Inicial,0,GM,LIB_3689
CELL_3690,0.03868265794578303,Tipo_0_Inicial,24,DM,LIB_3690
CELL_3691,3.5072929037568508,Tipo_3_Final,48,GM,LIB_3691
CELL_3692,1.4877681549471213,Tipo_2_Intermediario_2,72,DM,LIB_3692
CELL_3693,2.98548028057035,Tipo_3_Final,0,GM,LIB_3693
CELL_3694,0.534257754488062,Tipo_0_Inicial,24,DM,LIB_3694
CELL_3695,0.8464958145330455,Tipo_1_Intermediario_1,48,GM,LIB_3695
CELL_3696,0.06113259594525442,Tipo_0_Inicial,72,DM,LIB_3696
CELL_3697,6.513795391693862,Tipo_3_Final,0,GM,LIB_3697
CELL_3698,2.2044450356247736,Tipo_2_Intermediario_2,24,DM,LIB_3698
CELL_3699,5.412256730803273,Tipo_3_Final,48,GM,LIB_3699
CELL_3700,0.6171207844024639,Tipo_1_Intermediario_1,72,DM,LIB_3700
CELL_3701,1.890736897523789,Tipo_2_Intermediario_2,0,GM,LIB_3701
CELL_3702,2.2695152733625146,Tipo_2_Intermediario_2,24,DM,LIB_3702
CELL_3703,0.764131150929663,Tipo_1_Intermediario_1,48,GM,LIB_3703
CELL_3704,3.7691873358163903,Tipo_3_Final,72,DM,LIB_3704
CELL_3705,5.881028970363017,Tipo_3_Final,0,GM,LIB_3705
CELL_3706,4.323128194874784,Tipo_3_Final,24,DM,LIB_3706
CELL_3707,2.6869830347693426,Tipo_2_Intermediario_2,48,GM,LIB_3707
CELL_3708,0.6499779479932112,Tipo_1_Intermediario_1,72,DM,LIB_3708
CELL_3709,0.6615021851373677,Tipo_1_Intermediario_1,0,GM,LIB_3709
CELL_3710,6.613246970024861,Tipo_3_Final,24,DM,LIB_3710
CELL_3711,0.020675493568156903,Tipo_0_Inicial,48,GM,LIB_3711
CELL_3712,2.5179140368486164,Tipo_2_Intermediario_2,72,DM,LIB_3712
CELL_3713,2.4500262999348728,Tipo_2_Intermediario_2,0,GM,LIB_3713
CELL_3714,1.9493738632326567,Tipo_2_Intermediario_2,24,DM,LIB_3714
CELL_3715,9.232228930835943,Tipo_3_Final,48,GM,LIB_3715
CELL_3716,0.7475824353715758,Tipo_1_Intermediario_1,72,DM,LIB_3716
CELL_3717,0.8309456285080682,Tipo_1_Intermediario_1,0,GM,LIB_3717
CELL_3718,0.16445890008982766,Tipo_0_Inicial,24,DM,LIB_3718
CELL_3719,1.169655385519999,Tipo_1_Intermediario_1,48,GM,LIB_3719
CELL_3720,0.6050460498382328,Tipo_1_Intermediario_1,72,DM,LIB_3720
CELL_3721,0.841320043145463,Tipo_1_Intermediario_1,0,GM,LIB_3721
CELL_3722,3.598435912507053,Tipo_3_Final,24,DM,LIB_3722
CELL_3723,5.4816999673019655,Tipo_3_Final,48,GM,LIB_3723
CELL_3724,0.4109340907290141,Tipo_0_Inicial,72,DM,LIB_3724
CELL_3725,0.9320516832576722,Tipo_1_Intermediario_1,0,GM,LIB_3725
CELL_3726,5.27977108420815,Tipo_3_Final,24,DM,LIB_3726
CELL_3727,0.12760230226034266,Tipo_0_Inicial,48,GM,LIB_3727
CELL_3728,0.19381607324077602,Tipo_0_Inicial,72,DM,LIB_3728
CELL_3729,0.3553630509121296,Tipo_0_Inicial,0,GM,LIB_3729
CELL_3730,1.8087877327407424,Tipo_2_Intermediario_2,24,DM,LIB_3730
CELL_3731,0.3261493937121577,Tipo_0_Inicial,48,GM,LIB_3731
CELL_3732,6.888818299506755,Tipo_3_Final,72,DM,LIB_3732
CELL_3733,1.1837623701721773,Tipo_1_Intermediario_1,0,GM,LIB_3733
CELL_3734,1.3923754380319784,Tipo_2_Intermediario_2,24,DM,LIB_3734
CELL_3735,0.5664735769140938,Tipo_1_Intermediario_1,48,GM,LIB_3735
CELL_3736,1.2733834255441538,Tipo_1_Intermediario_1,72,DM,LIB_3736
CELL_3737,2.168907782794871,Tipo_2_Intermediario_2,0,GM,LIB_3737
CELL_3738,2.7820280581350167,Tipo_3_Final,24,DM,LIB_3738
CELL_3739,2.8037752752665432,Tipo_3_Final,48,GM,LIB_3739
CELL_3740,1.7249839428761053,Tipo_2_Intermediario_2,72,DM,LIB_3740
CELL_3741,4.694323567516814,Tipo_3_Final,0,GM,LIB_3741
CELL_3742,3.401000574268329,Tipo_3_Final,24,DM,LIB_3742
CELL_3743,2.829783716243495,Tipo_3_Final,48,GM,LIB_3743
CELL_3744,0.11442264109641366,Tipo_0_Inicial,72,DM,LIB_3744
CELL_3745,0.013803448842989535,Tipo_0_Inicial,0,GM,LIB_3745
CELL_3746,0.4776499218606454,Tipo_0_Inicial,24,DM,LIB_3746
CELL_3747,2.1784544959946626,Tipo_2_Intermediario_2,48,GM,LIB_3747
CELL_3748,1.0593288935422118,Tipo_1_Intermediario_1,72,DM,LIB_3748
CELL_3749,1.029688238560299,Tipo_1_Intermediario_1,0,GM,LIB_3749
CELL_3750,4.318474622336869,Tipo_3_Final,24,DM,LIB_3750
CELL_3751,4.518339612061791,Tipo_3_Final,48,GM,LIB_3751
CELL_3752,4.797647216315546,Tipo_3_Final,72,DM,LIB_3752
CELL_3753,0.7533998720417655,Tipo_1_Intermediario_1,0,GM,LIB_3753
CELL_3754,2.349189284300964,Tipo_2_Intermediario_2,24,DM,LIB_3754
CELL_3755,0.6339009716207856,Tipo_1_Intermediario_1,48,GM,LIB_3755
CELL_3756,0.42294839042242716,Tipo_0_Inicial,72,DM,LIB_3756
CELL_3757,0.4082325896378623,Tipo_0_Inicial,0,GM,LIB_3757
CELL_3758,0.837427837154539,Tipo_1_Intermediario_1,24,DM,LIB_3758
CELL_3759,1.1240891393079775,Tipo_1_Intermediario_1,48,GM,LIB_3759
CELL_3760,3.5551116925828463,Tipo_3_Final,72,DM,LIB_3760
CELL_3761,0.2554192434996594,Tipo_0_Inicial,0,GM,LIB_3761
CELL_3762,2.6554913419744177,Tipo_2_Intermediario_2,24,DM,LIB_3762
CELL_3763,1.5162458950921394,Tipo_2_Intermediario_2,48,GM,LIB_3763
CELL_3764,0.6792012092240152,Tipo_1_Intermediario_1,72,DM,LIB_3764
CELL_3765,1.3577769792850536,Tipo_1_Intermediario_1,0,GM,LIB_3765
CELL_3766,0.7131843798030919,Tipo_1_Intermediario_1,24,DM,LIB_3766
CELL_3767,1.813086562201032,Tipo_2_Intermediario_2,48,GM,LIB_3767
CELL_3768,1.1377709682391448,Tipo_1_Intermediario_1,72,DM,LIB_3768
CELL_3769,0.3592237324366271,Tipo_0_Inicial,0,GM,LIB_3769
CELL_3770,0.24791604113780458,Tipo_0_Inicial,24,DM,LIB_3770
CELL_3771,1.5823831910788086,Tipo_2_Intermediario_2,48,GM,LIB_3771
CELL_3772,4.6540226644950105,Tipo_3_Final,72,DM,LIB_3772
CELL_3773,0.8430599798391506,Tipo_1_Intermediario_1,0,GM,LIB_3773
CELL_3774,2.641014044329653,Tipo_2_Intermediario_2,24,DM,LIB_3774
CELL_3775,2.1497604009439484,Tipo_2_Intermediario_2,48,GM,LIB_3775
CELL_3776,5.363447047947478,Tipo_3_Final,72,DM,LIB_3776
CELL_3777,3.440526860311973,Tipo_3_Final,0,GM,LIB_3777
CELL_3778,1.6722126480448016,Tipo_2_Intermediario_2,24,DM,LIB_3778
CELL_3779,2.140227503807789,Tipo_2_Intermediario_2,48,GM,LIB_3779
CELL_3780,4.573157099590866,Tipo_3_Final,72,DM,LIB_3780
CELL_3781,1.0200478390565761,Tipo_1_Intermediario_1,0,GM,LIB_3781
CELL_3782,0.7914099051033852,Tipo_1_Intermediario_1,24,DM,LIB_3782
CELL_3783,0.02173989608602943,Tipo_0_Inicial,48,GM,LIB_3783
CELL_3784,3.5037441973511543,Tipo_3_Final,72,DM,LIB_3784
CELL_3785,3.228706952125036,Tipo_3_Final,0,GM,LIB_3785
CELL_3786,0.2206445387597513,Tipo_0_Inicial,24,DM,LIB_3786
CELL_3787,1.7200919926377591,Tipo_2_Intermediario_2,48,GM,LIB_3787
CELL_3788,1.247173946566477,Tipo_1_Intermediario_1,72,DM,LIB_3788
CELL_3789,0.25273501897861395,Tipo_0_Inicial,0,GM,LIB_3789
CELL_3790,7.881691544475004,Tipo_3_Final,24,DM,LIB_3790
CELL_3791,0.48336846343239814,Tipo_0_Inicial,48,GM,LIB_3791
CELL_3792,0.13920221304282557,Tipo_0_Inicial,72,DM,LIB_3792
CELL_3793,1.8069828842524183,Tipo_2_Intermediario_2,0,GM,LIB_3793
CELL_3794,2.685448372998121,Tipo_2_Intermediario_2,24,DM,LIB_3794
CELL_3795,0.06596280417710608,Tipo_0_Inicial,48,GM,LIB_3795
CELL_3796,2.1500902108200615,Tipo_2_Intermediario_2,72,DM,LIB_3796
CELL_3797,1.5198216883766327,Tipo_2_Intermediario_2,0,GM,LIB_3797
CELL_3798,0.21798979935337665,Tipo_0_Inicial,24,DM,LIB_3798
CELL_3799,0.3787500529261165,Tipo_0_Inicial,48,GM,LIB_3799
CELL_3800,1.678540391108766,Tipo_2_Intermediario_2,72,DM,LIB_3800
CELL_3801,0.7029700512538606,Tipo_1_Intermediario_1,0,GM,LIB_3801
CELL_3802,5.571452603967907,Tipo_3_Final,24,DM,LIB_3802
CELL_3803,3.4156481608107057,Tipo_3_Final,48,GM,LIB_3803
CELL_3804,8.216952675742402,Tipo_3_Final,72,DM,LIB_3804
CELL_3805,0.6013207589087683,Tipo_1_Intermediario_1,0,GM,LIB_3805
CELL_3806,6.994775662246797,Tipo_3_Final,24,DM,LIB_3806
CELL_3807,1.1285718966261697,Tipo_1_Intermediario_1,48,GM,LIB_3807
CELL_3808,0.853945890557428,Tipo_1_Intermediario_1,72,DM,LIB_3808
CELL_3809,0.10332257042700979,Tipo_0_Inicial,0,GM,LIB_3809
CELL_3810,0.10841667349013095,Tipo_0_Inicial,24,DM,LIB_3810
CELL_3811,2.355384083915408,Tipo_2_Intermediario_2,48,GM,LIB_3811
CELL_3812,1.224716559087638,Tipo_1_Intermediario_1,72,DM,LIB_3812
CELL_3813,0.5137151360723027,Tipo_0_Inicial,0,GM,LIB_3813
CELL_3814,1.903681971714877,Tipo_2_Intermediario_2,24,DM,LIB_3814
CELL_3815,0.5830003529532294,Tipo_1_Intermediario_1,48,GM,LIB_3815
CELL_3816,1.7237554508414623,Tipo_2_Intermediario_2,72,DM,LIB_3816
CELL_3817,0.8901030668379648,Tipo_1_Intermediario_1,0,GM,LIB_3817
CELL_3818,3.4694606957593233,Tipo_3_Final,24,DM,LIB_3818
CELL_3819,3.437346972513234,Tipo_3_Final,48,GM,LIB_3819
CELL_3820,1.2976880334835583,Tipo_1_Intermediario_1,72,DM,LIB_3820
CELL_3821,0.8640877579596332,Tipo_1_Intermediario_1,0,GM,LIB_3821
CELL_3822,0.9005896097459647,Tipo_1_Intermediario_1,24,DM,LIB_3822
CELL_3823,3.2768533687302384,Tipo_3_Final,48,GM,LIB_3823
CELL_3824,0.7955281232593031,Tipo_1_Intermediario_1,72,DM,LIB_3824
CELL_3825,0.46906475121607016,Tipo_0_Inicial,0,GM,LIB_3825
CELL_3826,0.17698132345736298,Tipo_0_Inicial,24,DM,LIB_3826
CELL_3827,1.2573165246216855,Tipo_1_Intermediario_1,48,GM,LIB_3827
CELL_3828,1.3160701729296929,Tipo_1_Intermediario_1,72,DM,LIB_3828
CELL_3829,3.676554186225306,Tipo_3_Final,0,GM,LIB_3829
CELL_3830,0.5001013879775742,Tipo_0_Inicial,24,DM,LIB_3830
CELL_3831,0.9592718178613465,Tipo_1_Intermediario_1,48,GM,LIB_3831
CELL_3832,3.3047507327325043,Tipo_3_Final,72,DM,LIB_3832
CELL_3833,3.470269984302313,Tipo_3_Final,0,GM,LIB_3833
CELL_3834,0.9710016285434195,Tipo_1_Intermediario_1,24,DM,LIB_3834
CELL_3835,1.229130549272837,Tipo_1_Intermediario_1,48,GM,LIB_3835
CELL_3836,0.7227602515012738,Tipo_1_Intermediario_1,72,DM,LIB_3836
CELL_3837,5.392882050795809,Tipo_3_Final,0,GM,LIB_3837
CELL_3838,0.2525867652161339,Tipo_0_Inicial,24,DM,LIB_3838
CELL_3839,5.428622209483917,Tipo_3_Final,48,GM,LIB_3839
CELL_3840,2.3031810678000015,Tipo_2_Intermediario_2,72,DM,LIB_3840
CELL_3841,1.5167463940666266,Tipo_2_Intermediario_2,0,GM,LIB_3841
CELL_3842,0.06640854301125658,Tipo_0_Inicial,24,DM,LIB_3842
CELL_3843,1.2909865302943977,Tipo_1_Intermediario_1,48,GM,LIB_3843
CELL_3844,1.0476464725813395,Tipo_1_Intermediario_1,72,DM,LIB_3844
CELL_3845,0.3516108149065415,Tipo_0_Inicial,0,GM,LIB_3845
CELL_3846,2.1366100778306083,Tipo_2_Intermediario_2,24,DM,LIB_3846
CELL_3847,7.091353475526076,Tipo_3_Final,48,GM,LIB_3847
CELL_3848,1.651935074070447,Tipo_2_Intermediario_2,72,DM,LIB_3848
CELL_3849,2.5088015530496706,Tipo_2_Intermediario_2,0,GM,LIB_3849
CELL_3850,0.1418117986726342,Tipo_0_Inicial,24,DM,LIB_3850
CELL_3851,1.0814256454860303,Tipo_1_Intermediario_1,48,GM,LIB_3851
CELL_3852,0.24740764959332434,Tipo_0_Inicial,72,DM,LIB_3852
CELL_3853,1.8976063366165858,Tipo_2_Intermediario_2,0,GM,LIB_3853
CELL_3854,5.576856071809165,Tipo_3_Final,24,DM,LIB_3854
CELL_3855,2.1681040067660526,Tipo_2_Intermediario_2,48,GM,LIB_3855
CELL_3856,0.15982537026824634,Tipo_0_Inicial,72,DM,LIB_3856
CELL_3857,0.8759751687966058,Tipo_1_Intermediario_1,0,GM,LIB_3857
CELL_3858,1.5999659208405992,Tipo_2_Intermediario_2,24,DM,LIB_3858
CELL_3859,1.032372452757735,Tipo_1_Intermediario_1,48,GM,LIB_3859
CELL_3860,3.5872505432126136,Tipo_3_Final,72,DM,LIB_3860
CELL_3861,3.371245360764361,Tipo_3_Final,0,GM,LIB_3861
CELL_3862,1.8926290379403965,Tipo_2_Intermediario_2,24,DM,LIB_3862
CELL_3863,0.9350787604305564,Tipo_1_Intermediario_1,48,GM,LIB_3863
CELL_3864,0.5896453419404587,Tipo_1_Intermediario_1,72,DM,LIB_3864
CELL_3865,0.223817860070722,Tipo_0_Inicial,0,GM,LIB_3865
CELL_3866,0.8766926890268164,Tipo_1_Intermediario_1,24,DM,LIB_3866
CELL_3867,1.0660487975713995,Tipo_1_Intermediario_1,48,GM,LIB_3867
CELL_3868,2.2529307700499657,Tipo_2_Intermediario_2,72,DM,LIB_3868
CELL_3869,2.1468239473125026,Tipo_2_Intermediario_2,0,GM,LIB_3869
CELL_3870,0.14537395755986227,Tipo_0_Inicial,24,DM,LIB_3870
CELL_3871,1.0059110667654143,Tipo_1_Intermediario_1,48,GM,LIB_3871
CELL_3872,0.40124529087558436,Tipo_0_Inicial,72,DM,LIB_3872
CELL_3873,0.3411323385678021,Tipo_0_Inicial,0,GM,LIB_3873
CELL_3874,3.5124234834392722,Tipo_3_Final,24,DM,LIB_3874
CELL_3875,0.08563800926202912,Tipo_0_Inicial,48,GM,LIB_3875
CELL_3876,1.086638664533173,Tipo_1_Intermediario_1,72,DM,LIB_3876
CELL_3877,0.3683352933792357,Tipo_0_Inicial,0,GM,LIB_3877
CELL_3878,4.229395038479039,Tipo_3_Final,24,DM,LIB_3878
CELL_3879,1.628553930414228,Tipo_2_Intermediario_2,48,GM,LIB_3879
CELL_3880,0.5263188156001624,Tipo_0_Inicial,72,DM,LIB_3880
CELL_3881,1.3960271532276165,Tipo_2_Intermediario_2,0,GM,LIB_3881
CELL_3882,2.62970712894599,Tipo_2_Intermediario_2,24,DM,LIB_3882
CELL_3883,6.345798703188005,Tipo_3_Final,48,GM,LIB_3883
CELL_3884,0.49806664630656744,Tipo_0_Inicial,72,DM,LIB_3884
CELL_3885,4.346305191012331,Tipo_3_Final,0,GM,LIB_3885
CELL_3886,5.445437951924127,Tipo_3_Final,24,DM,LIB_3886
CELL_3887,4.963915074167379,Tipo_3_Final,48,GM,LIB_3887
CELL_3888,2.0179875890680314,Tipo_2_Intermediario_2,72,DM,LIB_3888
CELL_3889,1.9875353460750629,Tipo_2_Intermediario_2,0,GM,LIB_3889
CELL_3890,1.0323820944966653,Tipo_1_Intermediario_1,24,DM,LIB_3890
CELL_3891,2.7918643706313087,Tipo_3_Final,48,GM,LIB_3891
CELL_3892,1.5155592238445301,Tipo_2_Intermediario_2,72,DM,LIB_3892
CELL_3893,2.262920267964171,Tipo_2_Intermediario_2,0,GM,LIB_3893
CELL_3894,1.1188342788054821,Tipo_1_Intermediario_1,24,DM,LIB_3894
CELL_3895,2.6297823916412724,Tipo_2_Intermediario_2,48,GM,LIB_3895
CELL_3896,3.479907912785409,Tipo_3_Final,72,DM,LIB_3896
CELL_3897,0.31667010965937503,Tipo_0_Inicial,0,GM,LIB_3897
CELL_3898,3.5786813805583186,Tipo_3_Final,24,DM,LIB_3898
CELL_3899,1.5543472633835906,Tipo_2_Intermediario_2,48,GM,LIB_3899
CELL_3900,3.7243541128698676,Tipo_3_Final,72,DM,LIB_3900
CELL_3901,1.128810450195367,Tipo_1_Intermediario_1,0,GM,LIB_3901
CELL_3902,0.9529787860547769,Tipo_1_Intermediario_1,24,DM,LIB_3902
CELL_3903,4.931637556142718,Tipo_3_Final,48,GM,LIB_3903
CELL_3904,0.5784846247824049,Tipo_1_Intermediario_1,72,DM,LIB_3904
CELL_3905,3.7185225166839624,Tipo_3_Final,0,GM,LIB_3905
CELL_3906,1.3233767669992873,Tipo_1_Intermediario_1,24,DM,LIB_3906
CELL_3907,1.4434861164356105,Tipo_2_Intermediario_2,48,GM,LIB_3907
CELL_3908,0.7376925195779662,Tipo_1_Intermediario_1,72,DM,LIB_3908
CELL_3909,1.7021402022541303,Tipo_2_Intermediario_2,0,GM,LIB_3909
CELL_3910,0.7867110408799737,Tipo_1_Intermediario_1,24,DM,LIB_3910
CELL_3911,0.08012251424545348,Tipo_0_Inicial,48,GM,LIB_3911
CELL_3912,0.6349046301030229,Tipo_1_Intermediario_1,72,DM,LIB_3912
CELL_3913,0.012798952891657462,Tipo_0_Inicial,0,GM,LIB_3913
CELL_3914,7.6659419203070485,Tipo_3_Final,24,DM,LIB_3914
CELL_3915,6.747974504950287,Tipo_3_Final,48,GM,LIB_3915
CELL_3916,1.0055670878773795,Tipo_1_Intermediario_1,72,DM,LIB_3916
CELL_3917,2.606635156163371,Tipo_2_Intermediario_2,0,GM,LIB_3917
CELL_3918,0.8487029717142813,Tipo_1_Intermediario_1,24,DM,LIB_3918
CELL_3919,2.223961441097876,Tipo_2_Intermediario_2,48,GM,LIB_3919
CELL_3920,3.2739270094706847,Tipo_3_Final,72,DM,LIB_3920
CELL_3921,5.865749504970395,Tipo_3_Final,0,GM,LIB_3921
CELL_3922,1.0223589588966306,Tipo_1_Intermediario_1,24,DM,LIB_3922
CELL_3923,3.058464124963034,Tipo_3_Final,48,GM,LIB_3923
CELL_3924,0.6182975528310521,Tipo_1_Intermediario_1,72,DM,LIB_3924
CELL_3925,9.277930478459176,Tipo_3_Final,0,GM,LIB_3925
CELL_3926,0.05221490347374638,Tipo_0_Inicial,24,DM,LIB_3926
CELL_3927,1.8503037850078912,Tipo_2_Intermediario_2,48,GM,LIB_3927
CELL_3928,2.1547154416096235,Tipo_2_Intermediario_2,72,DM,LIB_3928
CELL_3929,2.329796236194601,Tipo_2_Intermediario_2,0,GM,LIB_3929
CELL_3930,0.25654779794001237,Tipo_0_Inicial,24,DM,LIB_3930
CELL_3931,5.578405011178066,Tipo_3_Final,48,GM,LIB_3931
CELL_3932,0.3997900082327315,Tipo_0_Inicial,72,DM,LIB_3932
CELL_3933,1.9497124051080754,Tipo_2_Intermediario_2,0,GM,LIB_3933
CELL_3934,0.5037962578041653,Tipo_0_Inicial,24,DM,LIB_3934
CELL_3935,0.7340752372778347,Tipo_1_Intermediario_1,48,GM,LIB_3935
CELL_3936,1.5813371902895457,Tipo_2_Intermediario_2,72,DM,LIB_3936
CELL_3937,1.0797998238785835,Tipo_1_Intermediario_1,0,GM,LIB_3937
CELL_3938,0.3492439916158676,Tipo_0_Inicial,24,DM,LIB_3938
CELL_3939,0.3749168215421764,Tipo_0_Inicial,48,GM,LIB_3939
CELL_3940,1.0830672782256707,Tipo_1_Intermediario_1,72,DM,LIB_3940
CELL_3941,2.8317180677474587,Tipo_3_Final,0,GM,LIB_3941
CELL_3942,4.564871852436246,Tipo_3_Final,24,DM,LIB_3942
CELL_3943,0.1757565865992188,Tipo_0_Inicial,48,GM,LIB_3943
CELL_3944,0.9987953694333348,Tipo_1_Intermediario_1,72,DM,LIB_3944
CELL_3945,0.2112668029374933,Tipo_0_Inicial,0,GM,LIB_3945
CELL_3946,0.033463355475233054,Tipo_0_Inicial,24,DM,LIB_3946
CELL_3947,2.167754859597279,Tipo_2_Intermediario_2,48,GM,LIB_3947
CELL_3948,1.8448663259091052,Tipo_2_Intermediario_2,72,DM,LIB_3948
CELL_3949,0.35590808970487425,Tipo_0_Inicial,0,GM,LIB_3949
CELL_3950,0.5326575917358913,Tipo_0_Inicial,24,DM,LIB_3950
CELL_3951,0.047986609297617305,Tipo_0_Inicial,48,GM,LIB_3951
CELL_3952,3.602979781542269,Tipo_3_Final,72,DM,LIB_3952
CELL_3953,7.353158509250842,Tipo_3_Final,0,GM,LIB_3953
CELL_3954,0.2911143392539817,Tipo_0_Inicial,24,DM,LIB_3954
CELL_3955,0.5265649275567494,Tipo_0_Inicial,48,GM,LIB_3955
CELL_3956,4.056121266254435,Tipo_3_Final,72,DM,LIB_3956
CELL_3957,5.2199548984198305,Tipo_3_Final,0,GM,LIB_3957
CELL_3958,1.0881698765671586,Tipo_1_Intermediario_1,24,DM,LIB_3958
CELL_3959,0.10389748622918002,Tipo_0_Inicial,48,GM,LIB_3959
CELL_3960,0.08037737706170833,Tipo_0_Inicial,72,DM,LIB_3960
CELL_3961,1.7063965087062467,Tipo_2_Intermediario_2,0,GM,LIB_3961
