	cell_id	n_genes	total_counts
G2644	G2644	805	7216.323399999999
G2645	G2645	805	7202.620500000001
G2646	G2646	805	7221.6433
G2647	G2647	805	7432.9885
G2648	G2648	805	7799.5178
G2649	G2649	805	6568.4575
G2650	G2650	805	6093.7738
G2651	G2651	805	6487.3337
G2652	G2652	805	7651.5871
G2653	G2653	805	7829.0537
G2654	G2654	805	6272.2479
G2655	G2655	805	4858.3087
G2656	G2656	805	7068.2549
G2657	G2657	805	6109.1121
G2658	G2658	805	7841.312
G2659	G2659	805	6514.5194
G2660	G2660	805	9278.045999999998
G2661	G2661	805	4833.291
G2662	G2662	805	8218.3691
G2663	G2663	805	7143.8422
G2664	G2664	805	5373.7613
G2665	G2665	805	6848.3781
G2666	G2666	805	8653.697
G2667	G2667	805	5395.4326
G2668	G2668	805	6383.535900000001
G2669	G2669	805	6964.090899999999
G2670	G2670	805	6170.098900000001
G2671	G2671	805	6178.1362
G2672	G2672	805	7273.8641
G2673	G2673	805	6640.6152
G2674	G2674	805	3828.2554
G2675	G2675	805	7976.551100000001
G2676	G2676	805	7083.0117
G2677	G2677	805	7549.196599999999
G2678	G2678	805	6527.6121
G2679	G2679	805	7265.8022
G2680	G2680	805	8062.467000000001
G2681	G2681	805	7858.777099999999
G2682	G2682	805	7042.2006
G2683	G2683	805	7012.016600000001
G2684	G2684	805	8413.178399999999
G2685	G2685	805	5937.9913
G2686	G2686	805	5640.6584
G2687	G2687	805	6723.8989
G2688	G2688	805	6970.3549
G2689	G2689	805	8840.3153
G2690	G2690	805	6737.0905
G2691	G2691	805	6838.343699999999
G2692	G2692	805	6644.143400000001
G2693	G2693	805	7586.188400000001
G2694	G2694	805	6745.7889
G2695	G2695	805	6345.6916
G2696	G2696	805	7317.8266
G2697	G2697	805	5820.909500000001
G2698	G2698	805	8535.3085
G2699	G2699	805	7662.877
G2700	G2700	805	6363.3539
G2701	G2701	805	7192.1237
G2702	G2702	805	6005.9864
G2703	G2703	805	6474.2422
G2704	G2704	805	5888.2934000000005
G2705	G2705	805	7341.717199999999
G2706	G2706	805	7009.4907
G2707	G2707	805	8374.7924
G2708	G2708	805	5897.7703
G2709	G2709	805	7070.197700000001
G2710	G2710	805	4686.9841
G2711	G2711	805	6703.9578
G2712	G2712	805	6114.5269
G2713	G2713	805	7299.5538
G2714	G2714	805	6360.5605
G2715	G2715	805	7608.5454
G2716	G2716	805	7501.503299999999
G2717	G2717	805	6744.6248
G2718	G2718	805	7677.828799999999
G2719	G2719	805	6852.4344
G2720	G2720	805	6821.2263
G2721	G2721	805	7388.49
G2722	G2722	805	5602.9695
G2723	G2723	805	7422.836300000001
G2724	G2724	805	5975.1455
G2725	G2725	805	6664.4087
G2726	G2726	805	8709.6984
G2727	G2727	805	5382.453600000001
G2728	G2728	805	6437.5645
G2729	G2729	805	7223.494000000001
G2730	G2730	805	6819.6811
G2731	G2731	805	8193.9189
G2732	G2732	805	8073.6296
G2733	G2733	805	7458.8742999999995
G2734	G2734	805	5668.0374
G2735	G2735	805	6215.02
G2736	G2736	805	7659.896000000001
G2737	G2737	805	6176.7764
G2738	G2738	805	5868.2935
G2739	G2739	805	6375.4517000000005
G2740	G2740	805	7891.7912
G2741	G2741	805	6424.926299999999
G2742	G2742	805	6703.557699999999
G2743	G2743	805	6690.024600000001
G2744	G2744	805	7527.8701
G2745	G2745	805	5628.8614
G2746	G2746	805	7060.255799999999
G2747	G2747	805	7401.261700000001
G2748	G2748	805	3448.4498
G2749	G2749	805	5301.7628
G2750	G2750	805	7023.8562
G2751	G2751	805	6985.623799999999
G2752	G2752	805	7074.477
G2753	G2753	805	7180.124400000001
G2754	G2754	805	8102.911800000001
G2755	G2755	805	6607.641
G2756	G2756	805	7439.0553
G2757	G2757	805	5571.9354
G2758	G2758	805	7256.7717
G2759	G2759	805	6344.18
G2760	G2760	805	6798.667100000001
G2761	G2761	805	7441.0509999999995
G2762	G2762	805	5563.5775
G2763	G2763	805	9185.459499999999
G2764	G2764	805	5324.4105
G2765	G2765	805	9355.7065
G2766	G2766	805	6576.1666000000005
G2767	G2767	805	5825.382
G2768	G2768	805	7103.444
G2769	G2769	805	5509.835
G2770	G2770	805	6353.5713
G2771	G2771	805	6919.8573
G2772	G2772	805	7028.5987000000005
G2773	G2773	805	7318.869
G2774	G2774	805	6866.5316
G2775	G2775	805	7185.0146
G2776	G2776	805	7441.187599999999
G2777	G2777	805	7593.7166
G2778	G2778	805	6691.3501
G2779	G2779	805	6996.3777
G2780	G2780	805	6783.1643
G2781	G2781	805	6724.9768
G2782	G2782	805	7508.2124
G2783	G2783	805	6599.6424
G2784	G2784	805	6328.0106
G2785	G2785	805	6397.4348
G2786	G2786	805	6378.7191
G2787	G2787	805	7022.3958
G2788	G2788	805	6366.272099999999
G2789	G2789	805	6968.7666
G2790	G2790	805	5769.8087000000005
G2791	G2791	805	7148.333500000001
G2792	G2792	805	6486.0866000000005
G2793	G2793	805	7993.667100000001
G2794	G2794	805	7815.817
G2795	G2795	805	6087.8727
G2796	G2796	805	6466.2026000000005
G2797	G2797	805	7449.405
G2798	G2798	805	9451.8024
G2799	G2799	805	8862.9297
G2800	G2800	805	6437.0216
G2801	G2801	805	5490.1983
G2802	G2802	805	7152.6113000000005
G2803	G2803	805	7429.3505000000005
G2804	G2804	805	10045.7125
G2805	G2805	805	5162.1539999999995
G2806	G2806	805	6359.959699999999
G2807	G2807	805	7110.6427
G2808	G2808	805	7017.5407
G2809	G2809	805	7482.8277
G2810	G2810	805	5842.4046
G2811	G2811	805	7716.3243
G2812	G2812	805	6928.2979
G2813	G2813	805	7148.2035
G2814	G2814	805	6590.1962
G2815	G2815	805	6892.4812
G2816	G2816	805	5953.958699999999
G2817	G2817	805	7013.3529
G2818	G2818	805	9156.2375
G2819	G2819	805	9085.5708
G2820	G2820	805	7718.623
G2821	G2821	805	6927.533100000001
G2822	G2822	805	6944.0569
G2823	G2823	805	5922.9054
G2824	G2824	805	7504.3333999999995
G2825	G2825	805	6295.267999999999
G2826	G2826	805	6895.9529
G2827	G2827	805	6685.9513
G2828	G2828	805	8854.4832
G2829	G2829	805	7629.2564999999995
G2830	G2830	805	5739.888
G2831	G2831	805	8702.6633
G2832	G2832	805	6941.8697999999995
G2833	G2833	805	6801.1781
G2834	G2834	805	8463.8786
G2835	G2835	805	7400.259599999999
G2836	G2836	805	5373.0788
G2837	G2837	805	6047.3149
G2838	G2838	805	6857.6335
G2839	G2839	805	6139.344100000001
G2840	G2840	805	6492.9941
G2841	G2841	805	7690.6350999999995
G2842	G2842	805	5144.850699999999
G2843	G2843	805	6192.7882
G2844	G2844	805	7336.3452
G2845	G2845	805	7340.7274
G2846	G2846	805	6866.2707
G2847	G2847	805	7307.1907
G2848	G2848	805	6020.0219
G2849	G2849	805	7641.8417
G2850	G2850	805	8259.970000000001
G2851	G2851	805	6221.0678
G2852	G2852	805	7159.0566
G2853	G2853	805	6882.769899999999
G2854	G2854	805	7383.996499999999
G2855	G2855	805	6523.5644
G2856	G2856	805	6857.2859
G2857	G2857	805	7544.7113
G2858	G2858	805	7029.138
G2859	G2859	805	6599.7832
G2860	G2860	805	6516.6092
G2861	G2861	805	7634.7596
G2862	G2862	805	8276.9457
G2863	G2863	805	6887.1163
G2864	G2864	805	7253.3222000000005
G2865	G2865	805	6413.090700000001
G2866	G2866	805	6795.486400000001
G2867	G2867	805	5801.275300000001
G2868	G2868	805	6926.2835
G2869	G2869	805	6495.5525
G2870	G2870	805	8026.0159
G2871	G2871	805	7275.3534
G2872	G2872	805	5544.0887
G2873	G2873	805	7141.362
G2874	G2874	805	6293.2363000000005
G2875	G2875	805	6603.733700000001
G2876	G2876	805	3468.5657
G2877	G2877	805	9200.3646
G2878	G2878	805	6610.7503
G2879	G2879	805	7088.23
G2880	G2880	805	6620.427
G2881	G2881	805	5456.8839
G2882	G2882	805	5160.434499999999
G2883	G2883	805	6411.487099999999
G2884	G2884	805	7395.2737
G2885	G2885	805	6623.651900000001
G2886	G2886	805	7299.4578
G2887	G2887	805	6244.092500000001
G2888	G2888	805	6015.367899999999
G2889	G2889	805	7536.7426
G2890	G2890	805	8035.6888
G2891	G2891	805	7014.1844
G2892	G2892	805	5921.839900000001
G2893	G2893	805	8572.099900000001
G2894	G2894	805	6870.6093
G2895	G2895	805	7739.6322
G2896	G2896	805	7956.1451
G2897	G2897	805	7588.809700000001
G2898	G2898	805	7304.5217
G2899	G2899	805	6755.2228000000005
G2900	G2900	805	3610.2378
G2901	G2901	805	6679.693299999999
G2902	G2902	805	7324.6864000000005
G2903	G2903	805	7378.2734
G2904	G2904	805	10696.3924
G2905	G2905	805	7801.8812
G2906	G2906	805	7319.3469000000005
G2907	G2907	805	5724.8837
G2908	G2908	805	6733.8245
G2909	G2909	805	5594.9468
G2910	G2910	805	7424.6485999999995
G2911	G2911	805	8166.595800000001
G2912	G2912	805	4641.159600000001
G2913	G2913	805	7335.8297999999995
G2914	G2914	805	6559.9743
G2915	G2915	805	7756.951
G2916	G2916	805	5488.0669
G2917	G2917	805	6635.6098
G2918	G2918	805	7598.0953
G2919	G2919	805	6783.6059000000005
G2920	G2920	805	7003.3435
G2921	G2921	805	7490.8484
G2922	G2922	805	6014.6348
G2923	G2923	805	10760.2203
G2924	G2924	805	8365.973
G2925	G2925	805	7084.2832
G2926	G2926	805	6980.4447
G2927	G2927	805	8487.5258
G2928	G2928	805	7051.308300000001
G2929	G2929	805	8463.598
G2930	G2930	805	6539.0168
G2931	G2931	805	9186.789
G2932	G2932	805	10853.331
G2933	G2933	805	6009.4354
G2934	G2934	805	7512.0622
G2935	G2935	805	6662.619
G2936	G2936	805	7378.6428
G2937	G2937	805	6659.6967
G2938	G2938	805	9081.077000000001
G2939	G2939	805	8073.09
G2940	G2940	805	6178.2904
G2941	G2941	805	6658.9136
G2942	G2942	805	5317.233700000001
G2943	G2943	805	8366.111200000001
G2944	G2944	805	4319.781599999999
G2945	G2945	805	7288.3963
G2946	G2946	805	6273.015600000001
G2947	G2947	805	7017.337
G2948	G2948	805	4404.9761
G2949	G2949	805	5114.9452
G2950	G2950	805	4854.826599999999
G2951	G2951	805	6037.8573
G2952	G2952	805	7915.4761
G2953	G2953	805	7521.0094
G2954	G2954	805	5360.0467
G2955	G2955	805	9907.7722
G2956	G2956	805	7504.3656
G2957	G2957	805	7092.4925
G2958	G2958	805	6700.751899999999
G2959	G2959	805	7079.1223
G2960	G2960	805	6382.3449
G2961	G2961	805	6622.5788999999995
G2962	G2962	805	6777.080900000001
G2963	G2963	805	6943.131600000001
G2964	G2964	805	7049.7207
G2965	G2965	805	7099.1793
G2966	G2966	805	7942.3501
G2967	G2967	805	6895.5583
G2968	G2968	805	6019.6288
G2969	G2969	805	7023.1748
G2970	G2970	805	5871.9735
G2971	G2971	805	6736.4581
G2972	G2972	805	6933.5083
G2973	G2973	805	7552.3972
G2974	G2974	805	6335.666000000001
G2975	G2975	805	8462.0142
G2976	G2976	805	7190.4617
G2977	G2977	805	6945.0383
G2978	G2978	805	5326.5172999999995
G2979	G2979	805	7480.3765
G2980	G2980	805	6876.5452000000005
G2981	G2981	805	7662.7179
G2982	G2982	805	8990.2456
G2983	G2983	805	7133.294900000001
G2984	G2984	805	6777.678
G2985	G2985	805	4420.06
G2986	G2986	805	7531.364500000001
G2987	G2987	805	8141.7829
G2988	G2988	805	6680.1125999999995
G2989	G2989	805	7493.3003
G2990	G2990	805	8409.143399999999
G2991	G2991	805	6756.8143
G2992	G2992	805	7104.456700000001
G2993	G2993	805	7789.0218
G2994	G2994	805	7483.0143
G2995	G2995	805	6295.173499999999
G2996	G2996	805	7798.632299999999
G2997	G2997	805	4141.7662
G2998	G2998	805	6149.9306
G2999	G2999	805	7531.8933
G3000	G3000	805	7823.073899999999
G3001	G3001	805	8284.285899999999
G3002	G3002	805	6097.0887
G3003	G3003	805	7057.0115000000005
G3004	G3004	805	5909.9036
G3005	G3005	805	5575.153200000001
G3006	G3006	805	7122.9485
G3007	G3007	805	6107.2112
G3008	G3008	805	7018.607900000001
G3009	G3009	805	6896.7425
G3010	G3010	805	7680.0139
G3011	G3011	805	7204.6855
G3012	G3012	805	6471.427299999999
G3013	G3013	805	7181.2726
G3014	G3014	805	7081.4942
G3015	G3015	805	5352.524
G3016	G3016	805	6929.4028
G3017	G3017	805	6286.2293
G3018	G3018	805	5805.181
G3019	G3019	805	7423.335499999999
G3020	G3020	805	7827.8267000000005
G3021	G3021	805	6725.6218
G3022	G3022	805	6451.9192
G3023	G3023	805	7491.6746
G3024	G3024	805	7564.1462
G3025	G3025	805	10521.867
G3026	G3026	805	3606.6840999999995
G3027	G3027	805	7259.8913
G3028	G3028	805	7132.008
G3029	G3029	805	7865.374
G3030	G3030	805	7255.679
G3031	G3031	805	7246.6751
G3032	G3032	805	8139.415999999999
G3033	G3033	805	6441.4872
G3034	G3034	805	5302.1155
G3035	G3035	805	5449.6489
G3036	G3036	805	7196.5043000000005
G3037	G3037	805	6588.6957
G3038	G3038	805	7647.216
G3039	G3039	805	6822.994000000001
G3040	G3040	805	9520.4647
G3041	G3041	805	6180.4382
G3042	G3042	805	7131.7046
G3043	G3043	805	7022.998
G3044	G3044	805	6422.4044
G3045	G3045	805	6102.9961
G3046	G3046	805	8111.2443
G3047	G3047	805	6733.3914
G3048	G3048	805	5792.8788
G3049	G3049	805	6468.1186
G3050	G3050	805	7990.1047
G3051	G3051	805	6327.7266
G3052	G3052	805	6604.7418
G3053	G3053	805	7896.4869
G3054	G3054	805	7436.8941
G3055	G3055	805	7250.2876
G3056	G3056	805	5158.0073999999995
G3057	G3057	805	7411.3976999999995
G3058	G3058	805	6642.015199999999
G3059	G3059	805	8652.227299999999
G3060	G3060	805	5793.7660000000005
G3061	G3061	805	7119.7786
G3062	G3062	805	6217.2672
G3063	G3063	805	10556.195499999998
G3064	G3064	805	6588.4133
G3065	G3065	805	5876.0001
G3066	G3066	805	5342.578099999999
G3067	G3067	805	5835.848
G3068	G3068	805	6867.3686
G3069	G3069	805	6242.996
G3070	G3070	805	5774.606
G3071	G3071	805	6565.983
G3072	G3072	805	7609.4310000000005
G3073	G3073	805	7165.8925
G3074	G3074	805	7450.796200000001
G3075	G3075	805	7166.847
G3076	G3076	805	6904.4574
G3077	G3077	805	6010.7165
G3078	G3078	805	7946.6507
G3079	G3079	805	7570.7284
G3080	G3080	805	8275.5549
G3081	G3081	805	7493.3134
G3082	G3082	805	5656.9447
G3083	G3083	805	6632.535400000001
G3084	G3084	805	7433.7405
G3085	G3085	805	8008.4130000000005
G3086	G3086	805	6306.5653
G3087	G3087	805	6078.3375
G3088	G3088	805	8380.089500000002
G3089	G3089	805	8020.737
G3090	G3090	805	6194.544400000001
G3091	G3091	805	6966.6445
G3092	G3092	805	7076.6597
G3093	G3093	805	6556.8814
G3094	G3094	805	7066.3781
G3095	G3095	805	7120.2878
G3096	G3096	805	6985.3118
G3097	G3097	805	8063.8321
G3098	G3098	805	5770.7428
G3099	G3099	805	6952.6592
G3100	G3100	805	6613.944799999999
G3101	G3101	805	5514.6724
G3102	G3102	805	8405.9588
G3103	G3103	805	5267.1924
G3104	G3104	805	6756.0346
G3105	G3105	805	6464.9003
G3106	G3106	805	5085.0454
G3107	G3107	805	11604.621000000001
G3108	G3108	805	5863.8104
G3109	G3109	805	6934.9129
G3110	G3110	805	7731.8558
G3111	G3111	805	7642.0099
G3112	G3112	805	6361.478
G3113	G3113	805	5626.6641
G3114	G3114	805	6370.818
G3115	G3115	805	6632.779200000001
G3116	G3116	805	7134.506
G3117	G3117	805	6118.858600000001
G3118	G3118	805	8165.4858
G3119	G3119	805	6501.1339
G3120	G3120	805	6085.1224999999995
G3121	G3121	805	6636.450699999999
G3122	G3122	805	6708.6823
G3123	G3123	805	6481.8814
G3124	G3124	805	5726.864299999999
G3125	G3125	805	5011.081700000001
G3126	G3126	805	5947.224899999999
G3127	G3127	805	5179.187599999999
G3128	G3128	805	5123.5655
G3129	G3129	805	8887.0772
G3130	G3130	805	7274.3606
G3131	G3131	805	4094.548
G3132	G3132	805	6297.9779
G3133	G3133	805	5785.4108
G3134	G3134	805	7390.9041
G3135	G3135	805	7260.087799999999
G3136	G3136	805	7371.3497
G3137	G3137	805	8169.5952
G3138	G3138	805	7105.310299999999
G3139	G3139	805	7400.3864
G3140	G3140	805	7239.3939
G3141	G3141	805	5789.5826
G3142	G3142	805	6261.037199999999
G3143	G3143	805	8529.5305
G3144	G3144	805	7271.6339
G3145	G3145	805	7238.2215
G3146	G3146	805	6328.5911
G3147	G3147	805	7825.224099999999
G3148	G3148	805	6176.7571
G3149	G3149	805	6435.7703
G3150	G3150	805	6512.9456
G3151	G3151	805	6545.5486
G3152	G3152	805	8203.7038
G3153	G3153	805	7931.1227
G3154	G3154	805	6322.684
G3155	G3155	805	6366.773999999999
G3156	G3156	805	6428.261
G3157	G3157	805	5937.3482
G3158	G3158	805	7366.408100000001
G3159	G3159	805	5964.0471
G3160	G3160	805	4732.5198
G3161	G3161	805	5594.5434000000005
G3162	G3162	805	7678.633199999999
G3163	G3163	805	6902.9716
G3164	G3164	805	4645.9021
G3165	G3165	805	6931.298000000001
G3166	G3166	805	6368.4294
G3167	G3167	805	6134.1119
G3168	G3168	805	7595.748100000001
G3169	G3169	805	7793.787600000001
G3170	G3170	805	4810.5827
G3171	G3171	805	8054.5259
G3172	G3172	805	6317.8633
G3173	G3173	805	4835.0701
G3174	G3174	805	4548.0398000000005
G3175	G3175	805	6699.0978
G3176	G3176	805	5350.8638
G3177	G3177	805	7612.6881
G3178	G3178	805	8564.4103
G3179	G3179	805	5609.7591
G3180	G3180	805	7197.8128
G3181	G3181	805	6426.1241
G3182	G3182	805	6511.311500000001
G3183	G3183	805	5523.972900000001
G3184	G3184	805	6571.276
G3185	G3185	805	6837.6404999999995
G3186	G3186	805	5943.377399999999
G3187	G3187	805	6741.3711
G3188	G3188	805	6486.593
G3189	G3189	805	6822.909600000001
G3190	G3190	805	7203.7052
G3191	G3191	805	6207.3692
G3192	G3192	805	7132.4528
G3193	G3193	805	7692.0399
G3194	G3194	805	6808.6785
G3195	G3195	805	7594.381899999999
G3196	G3196	805	6820.0418
G3197	G3197	805	8124.583199999999
G3198	G3198	805	6510.8683
G3199	G3199	805	5025.7984
G3200	G3200	805	8511.2632
G3201	G3201	805	7835.6139
G3202	G3202	805	5398.671399999999
G3203	G3203	805	5304.229600000001
G3204	G3204	805	6595.946599999999
G3205	G3205	805	7127.2877
G3206	G3206	805	7901.967699999999
G3207	G3207	805	8160.9771
G3208	G3208	805	5674.223599999999
G3209	G3209	805	7363.0623
G3210	G3210	805	6828.1828000000005
G3211	G3211	805	6315.7769
G3212	G3212	805	6607.8703000000005
G3213	G3213	805	6040.060299999999
G3214	G3214	805	5921.4007
G3215	G3215	805	9027.897299999999
G3216	G3216	805	7632.893
G3217	G3217	805	4676.2272
G3218	G3218	805	7037.9644
G3219	G3219	805	7789.9544000000005
G3220	G3220	805	6490.522
G3221	G3221	805	6174.4091
G3222	G3222	805	6204.0827
G3223	G3223	805	6053.5532
G3224	G3224	805	6234.2654
G3225	G3225	805	7258.1184
G3226	G3226	805	6562.4316
G3227	G3227	805	5645.904399999999
G3228	G3228	805	7178.0406
G3229	G3229	805	7412.5297
G3230	G3230	805	7378.8
G3231	G3231	805	5772.761399999999
G3232	G3232	805	4642.412899999999
G3233	G3233	805	8401.045100000001
G3234	G3234	805	6424.198700000001
G3235	G3235	805	7533.7071
G3236	G3236	805	5780.4393
G3237	G3237	805	4880.135700000001
G3238	G3238	805	6084.793299999999
G3239	G3239	805	6603.796600000001
G3240	G3240	805	8167.0517
G3241	G3241	805	6422.3587
G3242	G3242	805	6726.7889
G3243	G3243	805	6510.5325
G3244	G3244	805	8529.7245
G3245	G3245	805	6923.414
G3246	G3246	805	6061.5564
G3247	G3247	805	6452.4445000000005
G3248	G3248	805	5678.0111
G3249	G3249	805	6002.6687
G3250	G3250	805	7340.28
G3251	G3251	805	6519.0708
G3252	G3252	805	6563.5887
G3253	G3253	805	7192.9066
G3254	G3254	805	7234.249
G3255	G3255	805	6653.6022
G3256	G3256	805	6250.0426
G3257	G3257	805	8124.8747
G3258	G3258	805	8268.7137
G3259	G3259	805	6617.3629
G3260	G3260	805	6514.1291
G3261	G3261	805	4832.5137
G3262	G3262	805	10009.9083
G3263	G3263	805	6486.757
G3264	G3264	805	7021.692
G3265	G3265	805	7189.0624
G3266	G3266	805	6202.9591
G3267	G3267	805	6834.114100000001
G3268	G3268	805	9017.0694
G3269	G3269	805	6667.825500000001
G3270	G3270	805	8068.461300000001
G3271	G3271	805	7235.3287
G3272	G3272	805	7185.9684
G3273	G3273	805	7275.6776
G3274	G3274	805	7418.401199999999
G3275	G3275	805	6573.4286
G3276	G3276	805	5872.811699999999
G3277	G3277	805	7828.2521
G3278	G3278	805	6340.8615
G3279	G3279	805	7012.0029
G3280	G3280	805	7428.3081
G3281	G3281	805	4655.2369
G3282	G3282	805	8930.8873
G3283	G3283	805	6915.506
G3284	G3284	805	9051.1647
G3285	G3285	805	7304.0793
G3286	G3286	805	7481.8769999999995
G3287	G3287	805	5925.8556
G3288	G3288	805	6708.447099999999
G3289	G3289	805	7946.730100000001
G3290	G3290	805	6080.3229999999985
G3291	G3291	805	8806.5227
G3292	G3292	805	4775.7058
G3293	G3293	805	7443.2865
G3294	G3294	805	6572.6512999999995
G3295	G3295	805	6087.8048
G3296	G3296	805	9045.634300000002
G3297	G3297	805	7925.0190999999995
G3298	G3298	805	6316.563
G3299	G3299	805	6658.7928
G3300	G3300	805	6143.2894
G3301	G3301	805	6246.3943
G3302	G3302	805	8372.1169
G3303	G3303	805	7467.2471
G3304	G3304	805	6595.0235
G3305	G3305	805	6618.7564
G3306	G3306	805	6878.4911
G3307	G3307	805	5807.0984
G3308	G3308	805	4018.6073
G3309	G3309	805	10089.0432
G3310	G3310	805	7222.083
G3311	G3311	805	5815.3089
G3312	G3312	805	6610.7955
G3313	G3313	805	6974.4004
G3314	G3314	805	6961.3793000000005
G3315	G3315	805	8107.4301
G3316	G3316	805	7643.258600000001
G3317	G3317	805	6255.532499999999
G3318	G3318	805	7664.336
G3319	G3319	805	7857.4833
G3320	G3320	805	6555.1963
G3321	G3321	805	6734.4804
G3322	G3322	805	7990.2176
G3323	G3323	805	8978.79
G3324	G3324	805	7952.9789
G3325	G3325	805	5849.9804
G3326	G3326	805	6802.8012
G3327	G3327	805	8516.3238
G3328	G3328	805	6631.125
G3329	G3329	805	7485.7864
G3330	G3330	805	6971.9281
G3331	G3331	805	8212.8534
G3332	G3332	805	7201.2893
G3333	G3333	805	7331.8348
G3334	G3334	805	6616.337500000001
G3335	G3335	805	7389.287699999999
G3336	G3336	805	6490.7961
G3337	G3337	805	7358.268
G3338	G3338	805	6585.8894
G3339	G3339	805	6967.7798999999995
G3340	G3340	805	9014.937
G3341	G3341	805	6841.0399
G3342	G3342	805	8037.1264
G3343	G3343	805	5218.662
G3344	G3344	805	7361.6364
G3345	G3345	805	6657.639300000001
G3346	G3346	805	6370.286
G3347	G3347	805	6507.475699999999
G3348	G3348	805	7411.3034
G3349	G3349	805	5106.304099999999
G3350	G3350	805	7834.7056999999995
G3351	G3351	805	7641.3454
G3352	G3352	805	6426.7006
G3353	G3353	805	7599.9665
G3354	G3354	805	7626.6831
G3355	G3355	805	8185.2979
G3356	G3356	805	7034.272999999999
G3357	G3357	805	7566.6428
G3358	G3358	805	5711.6549
G3359	G3359	805	7168.7464
G3360	G3360	805	6310.259599999999
G3361	G3361	805	7623.8516
G3362	G3362	805	6204.523499999999
G3363	G3363	805	6001.7212
G3364	G3364	805	5020.8191
G3365	G3365	805	6080.9867
G3366	G3366	805	6819.884300000001
G3367	G3367	805	7636.8730000000005
G3368	G3368	805	6146.2267999999995
G3369	G3369	805	7293.92
G3370	G3370	805	6852.3038
G3371	G3371	805	8028.1286
G3372	G3372	805	7554.898999999999
G3373	G3373	805	8256.1843
G3374	G3374	805	6412.2072
G3375	G3375	805	6021.4681
G3376	G3376	805	6086.655000000001
G3377	G3377	805	7372.7338
G3378	G3378	805	6944.611800000001
G3379	G3379	805	7213.4262
G3380	G3380	805	6421.7672999999995
G3381	G3381	805	8205.8305
G3382	G3382	805	7204.0644
G3383	G3383	805	7558.0488
G3384	G3384	805	7380.157999999999
G3385	G3385	805	6779.0427
G3386	G3386	805	7505.6293
G3387	G3387	805	7270.2531
G3388	G3388	805	6105.2283
G3389	G3389	805	6491.0568
G3390	G3390	805	6807.9278
G3391	G3391	805	5607.2852
G3392	G3392	805	6548.3699
G3393	G3393	805	7793.1069
G3394	G3394	805	6349.9092
G3395	G3395	805	5995.6468
G3396	G3396	805	6516.2744999999995
G3397	G3397	805	6453.6835
G3398	G3398	805	5446.0628
G3399	G3399	805	7207.4865
G3400	G3400	805	8230.741399999999
G3401	G3401	805	6304.358400000001
G3402	G3402	805	8110.3356
G3403	G3403	805	7103.010499999999
G3404	G3404	805	5014.012499999999
G3405	G3405	805	6152.852800000001
G3406	G3406	805	8540.475999999999
G3407	G3407	805	6491.0333
G3408	G3408	805	7226.9948
G3409	G3409	805	7465.8607
G3410	G3410	805	6423.0661
G3411	G3411	805	6785.6695
G3412	G3412	805	5370.7006
G3413	G3413	805	7283.692999999999
G3414	G3414	805	7245.603300000001
G3415	G3415	805	5602.4712
G3416	G3416	805	6171.8092
G3417	G3417	805	7571.599
G3418	G3418	805	6760.0676
G3419	G3419	805	9303.181800000002
G3420	G3420	805	8369.8783
G3421	G3421	805	7851.786700000001
G3422	G3422	805	6140.9534
G3423	G3423	805	5985.44
G3424	G3424	805	7185.0887999999995
G3425	G3425	805	6418.556999999999
G3426	G3426	805	4391.062800000001
G3427	G3427	805	5320.9906
G3428	G3428	805	5960.0985
G3429	G3429	805	6013.0746
G3430	G3430	805	3509.4692
G3431	G3431	805	6072.6221000000005
G3432	G3432	805	7111.7329
G3433	G3433	805	7953.0256
G3434	G3434	805	5920.3862
G3435	G3435	805	6927.629
G3436	G3436	805	10178.2024
G3437	G3437	805	6207.9022
G3438	G3438	805	5346.8341
G3439	G3439	805	7656.9866
G3440	G3440	805	6925.6476
G3441	G3441	805	5704.6218
G3442	G3442	805	7794.992399999999
G3443	G3443	805	6147.215099999999
G3444	G3444	805	6701.7248
G3445	G3445	805	5187.402
G3446	G3446	805	3838.557
G3447	G3447	805	6856.8322
G3448	G3448	805	6420.6136
G3449	G3449	805	7139.2682
G3450	G3450	805	7425.849200000001
G3451	G3451	805	5439.4689
G3452	G3452	805	7521.6204
G3453	G3453	805	6439.9828
G3454	G3454	805	7231.8063999999995
G3455	G3455	805	6365.3521
G3456	G3456	805	6215.0217
G3457	G3457	805	7940.453600000001
G3458	G3458	805	5913.086299999999
G3459	G3459	805	9104.4924
G3460	G3460	805	8340.393800000002
G3461	G3461	805	7475.009900000001
G3462	G3462	805	6840.0503
G3463	G3463	805	8560.478500000001
G3464	G3464	805	7083.6614
G3465	G3465	805	6737.0626
G3466	G3466	805	8896.0815
G3467	G3467	805	6371.936599999999
G3468	G3468	805	7230.5311
G3469	G3469	805	6317.9846
G3470	G3470	805	5862.451
G3471	G3471	805	6542.254500000001
G3472	G3472	805	6743.367399999999
G3473	G3473	805	11732.009999999998
G3474	G3474	805	6171.5945
G3475	G3475	805	7153.2087
G3476	G3476	805	7567.3761
G3477	G3477	805	7812.7826
G3478	G3478	805	7005.7612
G3479	G3479	805	5319.231199999999
G3480	G3480	805	5695.257500000001
G3481	G3481	805	6468.25
G3482	G3482	805	7732.8967
G3483	G3483	805	5693.2133
G3484	G3484	805	7426.199500000001
G3485	G3485	805	7434.3086
G3486	G3486	805	6803.5383
G3487	G3487	805	8462.5528
